ID,SKU,Name,Categories,Regular price,Sale price,Effective sell price SAR,Real price floor SAR,Real price source,Reference URL,Status,Risk,Adjustment
181,NG-3DP-002,Bambu Lab AMS - Automatic Material System for Multi-Color 3D Printing,3D Printing & CNC,1250,,1250,996,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/AMS-Heater-Bambu-Lab/dp/B0FNDFPJH7/ref=sr_1_1,PASS,Low,
182,NG-3DP-001,Bambu Lab P1S 3D Printer - Blazing Speed and Pro Quality in an Enclosed Design,3D Printing & CNC,5099,,5099,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
183,NG-ACC-010,WD Red Plus 8TB NAS Hard Drive - Built for Always-On NAS Systems,Hardware,1449,,1449,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
184,NG-ACC-009,Ugreen Nexode 100W GaN Charger - 4-Port Gallium Nitride Fast Charger,Accessories & Lifestyle,439,,439,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
185,NG-ACC-008,CalDigit TS4 Thunderbolt 4 Dock - 18-Port Professional Docking Station,Accessories & Lifestyle,2170,,2170,1730,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/CalDigit-TS4-Thunderbolt-Dock-USB/dp/B09GK8LBWS,PASS,Low,
186,NG-ACC-007,Anker PowerConf S330 USB Speakerphone - Smart Noise-Canceling Conference Speaker,Accessories & Lifestyle,599,,599,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
187,NG-ACC-006,"Samsung T7 Shield 2TB Portable SSD - Rugged, Fast, and Secure",Hardware,1299,,1299,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
188,NG-MKR-010,Elegoo Mars 4 Ultra Resin 3D Printer - 9K Resolution for Stunning Detail,Enthusiasts & Gamers,2399,,2399,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
189,NG-MKR-009,ESP32-S3 DevKit 10-Pack - Wi-Fi + Bluetooth 5 Microcontroller for Smart Projects,Hardware,809,699,699,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
190,NG-MKR-008,Creality Ender-3 V3 SE - The Best Entry-Level 3D Printer,Enthusiasts & Gamers,1250,,1250,1000,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Creality-Printer-Printing-Printers-Auto-Load/dp/B0CYHHFH79/ref=sr_1_6,PASS,Low,
191,NG-MKR-007,Prusa Mini+ 3D Printer - Professional Precision in a Compact Package,Enthusiasts & Gamers,3799,3299,3299,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
192,NG-MKR-006,Arduino Mega 2560 Rev3 - The Ultimate Microcontroller Board for Advanced Projects,Hardware,549,,549,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
193,NG-GAM-012,Elgato Wave:3 - Premium USB Condenser Microphone for Streaming,Gaming,1329,1149,1149,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
194,NG-GAM-011,SteelSeries QcK Heavy XXL - Extra-Large Gaming Mouse Pad,Gaming,200,,200,158,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Steelseries-67500-Qck-Gaming-Mauspad-Gummiunterseite/dp/B00WAA2704/ref=sr_1_1,PASS,Low,
195,NG-GAM-010,BenQ Zowie XL2546K - 240Hz Esports Gaming Monitor,Gaming,3449,2999,2999,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
196,NG-GAM-009,Corsair K70 RGB Pro - Legendary Mechanical Gaming Keyboard,Gaming,999,,999,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
197,NG-GAM-008,Razer Basilisk V3 X HyperSpeed - Versatile Wireless Gaming Mouse,Gaming,649,,649,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
198,NG-GAM-007,8BitDo Arcade Stick - Authentic Arcade Experience at Home,Gaming,530,,530,419,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Windows-Wireless-Bluetooth-Receiver-Connection/dp/B08GJC5WSS/ref=sr_1_1,PASS,Low,
199,NG-GAM-006,SteelSeries Arctis Nova 7 - Multi-Platform Wireless Gaming Headset,Gaming,1199,,1199,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
200,NG-GAM-005,Elgato HD60 X - External Capture Card for Streaming and Recording,Gaming,1249,,1249,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
201,NG-GAM-004,Razer BlackWidow V4 75% - Compact Mechanical Gaming Keyboard,Gaming,1199,,1199,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
202,NG-GAM-003,HyperX Cloud III Wireless - Premium Wireless Gaming Headset,Gaming,1149,999,999,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
203,NG-GAM-002,Razer DeathAdder V3 HyperSpeed - Ultra-Light Wireless Gaming Mouse,Gaming,979,849,849,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
204,NG-GAM-001,8BitDo Ultimate C Bluetooth Controller - Multi-Platform Gaming,Gaming,180,,180,140,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Joysticks-Bluetooth-Controller-Remappable-Vibration/dp/B0DLG23TQZ/ref=sr_1_2,PASS,Low,
205,NG-NET-012,Ubiquiti UniFi Cloud Gateway Ultra - All-in-One UniFi Gateway,Networking,680,,680,540,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Ubiquiti-Cloud-Gateway-Ultra-UCG-Ultra/dp/B0CWLKD9RP/ref=sr_1_1,PASS,Low,
206,NG-NET-011,TP-Link Archer AXE75 - AXE5400 Tri-Band WiFi 6E Router,Networking,1499,1299,1299,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
207,NG-NET-010,Ubiquiti UniFi USW-Flex-Mini - Ultra-Compact 5-Port Managed Switch,Networking,219,,219,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
208,NG-NET-009,Netgear GS308E - 8-Port Gigabit Plus Smart Managed Switch,Networking,209,,209,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
209,NG-NET-008,MikroTik hEX S (RB760iGS) - 5-Port Gigabit Router with SFP and USB,Networking,649,,649,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
210,NG-NET-007,Ubiquiti EdgeRouter X - Advanced Gigabit Router in a Pocket-Sized Form,Networking,549,,549,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
211,NG-NET-006,TP-Link TL-SG108E - 8-Port Gigabit Easy Smart Managed Switch,Networking,229,,229,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
212,NG-NET-005,Ubiquiti UniFi 6 Lite - WiFi 6 Access Point (AX1500),Networking,849,,849,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
213,NG-NET-004,MikroTik CRS305-1G-4S+IN - 4-Port 10G SFP+ Desktop Switch,Networking,1149,,1149,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
214,NG-NET-003,Ubiquiti UniFi Switch Lite 16 PoE - 16-Port Managed Gigabit PoE+ Switch,Networking,1399,,1399,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
215,NG-NET-002,TP-Link Deco XE75 (3-Pack) - AXE5400 WiFi 6E Whole-Home Mesh System,Networking,2419,2099,2099,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
216,NG-NET-001,MikroTik hAP ax3 - WiFi 6 Router with RouterOS Power,Networking,799,,799,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
217,NG-SH-015,Sonoff SNZB-02D Zigbee Temperature &amp; Humidity Sensor with LCD Display,Smart Home & IoT,159,,159,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
218,NG-SH-014,MOES Zigbee Smart Thermostat (BHT-002-GCLZB) - Programmable HVAC Control,Smart Home & IoT,439,379,379,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
219,NG-SH-013,Zemismart Zigbee Smart Tubular Motor (ZM25TQ) - Heavy-Duty Roller Blind Motor,Smart Home & IoT,699,,699,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
220,NG-SH-012,Aqara Roller Shade Driver E1 (RSD-M01) - Smart Roller Blind Motor with HomeKit,Smart Home & IoT,689,599,599,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
221,NG-SH-011,SwitchBot Bot (S1) - Robotic Finger That Makes Any Button Smart,Smart Home & IoT,279,,279,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
222,NG-SH-010,Eve Energy Smart Plug (Matter/Thread) - Next-Gen Smart Plug with Power Monitoring,Smart Home & IoT,399,,399,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
223,NG-SH-009,Aqara Motion Sensor P1 (MS-S02) - Wide-Angle 170° Smart PIR Sensor,Smart Home & IoT,279,,279,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
224,NG-SH-008,Shelly Plus 1PM - Smart Wi-Fi Relay with Power Monitoring,Smart Home & IoT,189,,189,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
225,NG-SH-007,SwitchBot Curtain 3 (W2400000) - Turn Any Curtain Smart in Minutes,Smart Home & IoT,639,549,549,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
226,NG-SH-006,Aqara Hub M2 (HM2-G01) - Multi-Protocol Smart Home Gateway,Smart Home & IoT,499,,499,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
227,NG-ENT-010,Ubiquiti UniFi Switch Pro 24 PoE (USW-Pro-24-PoE) - Smart Managed PoE+ Switch,Homelab,4199,,4199,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
228,NG-ENT-009,HPE ProLiant DL380 Gen10 Server (Refurbished) - Data Center Power at Smart Pricing,Homelab,8630,,8630,6899,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/ProLiant-DL380-Server-3-20GHz-Renewed/dp/B0GW1G7H16/ref=sr_1_1,PASS,Low,
229,NG-ENT-008,APC Smart-UPS 1500VA LCD RM 2U (SMT1500RMI2U) - Pure Sine Wave Rack UPS,Homelab,4899,,4899,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
230,NG-ENT-007,MikroTik CRS326-24G-2S+RM 24-Port Managed Gigabit Switch with 10G SFP+,Homelab,1110,,1110,884,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Switch-ports-Gigabit-MikroTik-CRS326-24G-2S-RM/dp/B0747TBTDX/ref=sr_1_1,PASS,Low,
231,NG-ENT-006,Synology DiskStation DS1621+ 6-Bay NAS - Enterprise Storage Powerhouse,Homelab,5599,,5599,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
233,NG-ACC-004,Seagate IronWolf 18TB NAS Internal Hard Drive - Built for 24/7 Performance,Hardware,3109,2699,2699,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
234,NG-ACC-003,Mark Ryden Anti-theft Laptop Backpack - Maximum Protection for Your Tech,Accessories & Lifestyle,479,409,409,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
235,NG-ACC-002,Anker 735 GaN 65W Charger - Compact 3-Port Fast Charger,Accessories & Lifestyle,379,,379,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
236,NG-ACC-001,Baseus Blade 100W Power Bank - Ultra-Slim Laptop Portable Charger,Accessories & Lifestyle,499,,499,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
237,NG-MKR-005,Elgato Stream Deck MK.2 - Professional Productivity Console with 15 LCD Keys,Enthusiasts & Gamers,1439,1249,1249,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
238,NG-MKR-004,Meta Quest 3 128GB - The Most Powerful Mixed Reality Headset,Enthusiasts & Gamers,3060,,3060,2441,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Meta-Quest-512GB-All-One/dp/B0CD1JTBSC/ref=sr_1_2,PASS,Low,
239,NG-MKR-003,Keychron Q1 - Premium Full Aluminum Custom Mechanical Keyboard,Enthusiasts & Gamers,1449,,1449,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
240,NG-MKR-002,Raspberry Pi 5 Ultimate Starter Kit - Everything You Need in One Box,Hardware,1329,1149,1149,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
241,NG-MKR-001,Raspberry Pi 5 8GB - The New Standard in Single Board Computing,Hardware,1039,899,899,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
242,NG-SH-005,Sonoff TX Ultimate (T5) Smart Wall Switch - Interactive Elegance with RGB,Smart Home & IoT,309,269,269,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
243,NG-SH-004,Aqara Water Leak Sensor - Safeguard Your Home from Water Damage,Smart Home & IoT,259,219,219,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
244,NG-SH-003,Broadlink RM4 Pro - Universal Smart Remote for IR &amp; RF Devices,Smart Home & IoT,359,,359,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
245,NG-SH-002,UniFi Protect G4 Pro Camera - 4K Ultra HD Surveillance Excellence,Smart Home & IoT,2520,,2520,2008,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Ubiquiti-Networks-UVC-G4-PRO-PROTECT-G4-PRO/dp/B07R7F7KJM/ref=sr_1_1,PASS,Low,
246,NG-SH-001,Aqara Smart Door Lock A100 - Elite Security with Apple HomeKey Support,Smart Home & IoT,1649,,1649,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
247,NG-ENT-005,Asustor Flashstor 6 (FS6706T) - All-NVMe SSD NAS for Extreme Performance,Homelab,3099,,3099,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
248,NG-ENT-004,UniFi 6 Long-Range (U6-LR) - High-Performance WiFi 6 Access Point,Homelab,1180,,1180,938,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Ubiquiti-Wireless-Long-Range-Included-U6-LR-US/dp/B08V1PF29L/ref=sr_1_2,PASS,Low,
249,NG-ENT-003,Ubiquiti UniFi Dream Machine Pro (UDM-Pro) - All-in-One Enterprise Network Console,Homelab,2570,,2570,2054,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Ubiquiti-Networks-Touchscreen-Enterprise-Cortex-A57/dp/B086967C9X,PASS,Low,
250,NG-ENT-002,Asustor Lockerstor 4 (AS6604T) - Professional 4-Bay NAS for Creators,Homelab,3099,,3099,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
251,NG-ENT-001,"Dell PowerEdge R730 Refurbished Server - Enterprise Power, Smart Investment",Homelab,8099,,8099,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
577,SH-WIN-ECVX-001,Ecovacs WINBOT W2 OMNI - Robotic Window Cleaner,Smart Home & IoT,2299,,2299,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
578,SH-WIN-HBT-001,HOBOT-R3 - Window Cleaning Robot,Smart Home & IoT,1599,,1599,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
579,SH-LWN-MAM-001,Mammotion LUBA 2 AWD 5000H - Wireless Robotic Lawn Mower,Smart Home & IoT,14999,,14999,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
580,SH-LWN-WRX-001,Worx Landroid Vision M600 - Camera-Guided Robot Mower,Smart Home & IoT,6999,,6999,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
581,SH-POL-BBT-001,Beatbot AquaSense Pro - Cordless Pool Cleaning Robot,Smart Home & IoT,7499,,7499,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
582,SH-POL-DOL-001,Maytronics Dolphin Premier - Robotic Pool Cleaner,Smart Home & IoT,5999,,5999,,,,NO_REAL_PRICE_REFERENCE,Medium,Strict output unpublished until real price reference is filled
486,GC-PSN-US-10,PlayStation Store $10 (US),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
487,GC-PSN-US-25,PlayStation Store $25 (US),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
488,GC-PSN-US-50,PlayStation Store $50 (US),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
489,GC-PSN-US-100,PlayStation Store $100 (US),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
490,GC-PSN-KSA-10,PlayStation Store $10 (KSA),Gift Cards & Software Keys,50,,50,38,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/PlayStation-Network-Card-Account-Digital/dp/B0CHSK46HQ/ref=sr_1_1,PASS,Low,
491,GC-PSN-KSA-25,PlayStation Store $25 (KSA),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
492,GC-PSN-KSA-50,PlayStation Store $50 (KSA),Gift Cards & Software Keys,240,,240,189,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/PlayStation-Network-Card-Account-Digital/dp/B0CHSK2SB8,PASS,Low,
493,GC-PSN-KSA-100,PlayStation Store $100 (KSA),Gift Cards & Software Keys,470,,470,375.02,USD face value from product name ($100),,PASS,Low,
494,GC-XBX-US-10,Xbox Live $10 (US),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
495,GC-XBX-US-25,Xbox Live $25 (US),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
496,GC-XBX-US-50,Xbox Live $50 (US),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
497,GC-XBX-US-100,Xbox Live $100 (US),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
498,GC-XBX-KSA-10,Xbox Live $10 (KSA),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
499,GC-XBX-KSA-25,Xbox Live $25 (KSA),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
500,GC-XBX-KSA-50,Xbox Live $50 (KSA),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
501,GC-XBX-KSA-100,Xbox Live $100 (KSA),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
502,GC-XBX-UK-10,Xbox Live $10 (UK),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
503,GC-XBX-UK-25,Xbox Live $25 (UK),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
504,GC-XBX-UK-50,Xbox Live $50 (UK),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
505,GC-XBX-UK-100,Xbox Live $100 (UK),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
506,GC-STM-GLOBAL-5,Steam Wallet $5 (Global),Gift Cards & Software Keys,20,,20,18.75,USD face value from product name ($5),,PASS,Low,
507,GC-STM-GLOBAL-10,Steam Wallet $10 (Global),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
508,GC-STM-GLOBAL-20,Steam Wallet $20 (Global),Gift Cards & Software Keys,80,,80,75,USD face value from product name ($20),,PASS,Low,
509,GC-STM-GLOBAL-50,Steam Wallet $50 (Global),Gift Cards & Software Keys,225,,225,187.51,USD face value from product name ($50),,PASS,Low,
510,GC-STM-GLOBAL-100,Steam Wallet $100 (Global),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
512,GC-RZR-GLOBAL-10,Razer Gold $10 (Global),Gift Cards & Software Keys,50,,50,37.5,USD face value from product name ($10),,PASS,Low,
513,GC-RZR-GLOBAL-25,Razer Gold $25 (Global),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
514,GC-RZR-GLOBAL-50,Razer Gold $50 (Global),Gift Cards & Software Keys,235,,235,188,Amazon.sa reference from master catalog,https://www.amazon.sa/-/en/Razer-Gold-Global-Digital-Code/dp/B0CPSMTCPY/ref=sr_1_1,PASS,Low,
515,GC-RZR-GLOBAL-100,Razer Gold $100 (Global),Gift Cards & Software Keys,470,,470,375.02,USD face value from product name ($100),,PASS,Low,
517,GC-RBX-US-10,Roblox $10 (US),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
518,GC-RBX-US-25,Roblox $25 (US),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
519,GC-RBX-US-50,Roblox $50 (US),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
520,GC-RBX-US-100,Roblox $100 (US),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
522,GC-PBG-GLOBAL-60,PUBG Mobile UC 60 UC (Global),Gift Cards & Software Keys,5,,5,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
523,GC-PBG-GLOBAL-325,PUBG Mobile UC 325 UC (Global),Gift Cards & Software Keys,13,,13,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
524,GC-PBG-GLOBAL-660,PUBG Mobile UC 660 UC (Global),Gift Cards & Software Keys,26,,26,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
525,GC-PBG-GLOBAL-1800,PUBG Mobile UC 1800 UC (Global),Gift Cards & Software Keys,72,,72,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
526,GC-PBG-GLOBAL-3850,PUBG Mobile UC 3850 UC (Global),Gift Cards & Software Keys,154,,154,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
528,GC-FRF-GLOBAL-100,Free Fire Diamonds 100 Diamonds (Global),Gift Cards & Software Keys,5,,5,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
529,GC-FRF-GLOBAL-310,Free Fire Diamonds 310 Diamonds (Global),Gift Cards & Software Keys,12,,12,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
530,GC-FRF-GLOBAL-1080,Free Fire Diamonds 1080 Diamonds (Global),Gift Cards & Software Keys,43,,43,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
531,GC-FRF-GLOBAL-2200,Free Fire Diamonds 2200 Diamonds (Global),Gift Cards & Software Keys,88,,88,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
533,GC-MLB-GLOBAL-86,Mobile Legends Diamonds 86 Diamonds (Global),Gift Cards & Software Keys,5,,5,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
534,GC-MLB-GLOBAL-172,Mobile Legends Diamonds 172 Diamonds (Global),Gift Cards & Software Keys,7,,7,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
535,GC-MLB-GLOBAL-706,Mobile Legends Diamonds 706 Diamonds (Global),Gift Cards & Software Keys,28,,28,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
536,GC-MLB-GLOBAL-2195,Mobile Legends Diamonds 2195 Diamonds (Global),Gift Cards & Software Keys,88,,88,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
537,GC-APL-US-10,Apple iTunes / App Store $10 (US),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
538,GC-APL-US-25,Apple iTunes / App Store $25 (US),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
539,GC-APL-US-50,Apple iTunes / App Store $50 (US),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
540,GC-APL-US-100,Apple iTunes / App Store $100 (US),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
541,GC-APL-KSA-10,Apple iTunes / App Store $10 (KSA),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
542,GC-APL-KSA-25,Apple iTunes / App Store $25 (KSA),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
543,GC-APL-KSA-50,Apple iTunes / App Store $50 (KSA),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
544,GC-APL-KSA-100,Apple iTunes / App Store $100 (KSA),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
545,GC-GP-US-10,Google Play $10 (US),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
546,GC-GP-US-25,Google Play $25 (US),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
547,GC-GP-US-50,Google Play $50 (US),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
548,GC-GP-US-100,Google Play $100 (US),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
549,GC-GP-KSA-10,Google Play $10 (KSA),Gift Cards & Software Keys,40,,40,37.5,USD face value from product name ($10),,PASS,Low,
550,GC-GP-KSA-25,Google Play $25 (KSA),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
551,GC-GP-KSA-50,Google Play $50 (KSA),Gift Cards & Software Keys,201,,201,187.51,USD face value from product name ($50),,PASS,Low,
552,GC-GP-KSA-100,Google Play $100 (KSA),Gift Cards & Software Keys,401,,401,375.02,USD face value from product name ($100),,PASS,Low,
560,GC-SPF-GLOBAL-30,Spotify Premium $30 (Global),Gift Cards & Software Keys,120,,120,112.51,USD face value from product name ($30),,PASS,Low,
561,GC-SPF-GLOBAL-60,Spotify Premium $60 (Global),Gift Cards & Software Keys,241,,241,225.01,USD face value from product name ($60),,PASS,Low,
562,GC-SPF-GLOBAL-99,Spotify Premium $99 (Global),Gift Cards & Software Keys,397,,397,371.27,USD face value from product name ($99),,PASS,Low,
564,GC-DSP-US-25,Disney+ $25 (US),Gift Cards & Software Keys,100,,100,93.75,USD face value from product name ($25),,PASS,Low,
565,GC-DSP-US-80,Disney+ $80 (US),Gift Cards & Software Keys,321,,321,300.02,USD face value from product name ($80),,PASS,Low,
567,GC-PSP-US-1,PlayStation Plus 1 Months (US),Gift Cards & Software Keys,5,,5,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
568,GC-PSP-US-3,PlayStation Plus 3 Months (US),Gift Cards & Software Keys,5,,5,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
569,GC-PSP-US-12,PlayStation Plus 12 Months (US),Gift Cards & Software Keys,5,,5,,,,NEEDS_REFERENCE,High,Strict output unpublished until real price reference is filled
