ID,SKU,Product Name,Category,Regular Price SAR,Sale Price SAR,Supplier Rank,Supplier Name,Supplier Type,Supplier Search URL,Supplier Buy URL,Supplier Price,Currency,Price Source,Notes
117,SH-SWB-SWBT-003,SwitchBot Blind Tilt,Smart Home & IoT,479,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=SwitchBot+Blind+Tilt,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
117,SH-SWB-SWBT-003,SwitchBot Blind Tilt,Smart Home & IoT,479,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=SwitchBot+Blind+Tilt,scraped via scripts/live-market-sync-inscope.js (2026-05-07),1444,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
117,SH-SWB-SWBT-003,SwitchBot Blind Tilt,Smart Home & IoT,479,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=SwitchBot+Blind+Tilt,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
117,SH-SWB-SWBT-003,SwitchBot Blind Tilt,Smart Home & IoT,479,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=SwitchBot+Blind+Tilt&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
118,SH-SWB-SWBT-002,SwitchBot Bot (Smart Button Pusher),Smart Home & IoT,239,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=SwitchBot+Bot+%28Smart+Button+Pusher%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
118,SH-SWB-SWBT-002,SwitchBot Bot (Smart Button Pusher),Smart Home & IoT,239,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=SwitchBot+Bot+%28Smart+Button+Pusher%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
118,SH-SWB-SWBT-002,SwitchBot Bot (Smart Button Pusher),Smart Home & IoT,239,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=SwitchBot+Bot+%28Smart+Button+Pusher%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),78,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
118,SH-SWB-SWBT-002,SwitchBot Bot (Smart Button Pusher),Smart Home & IoT,239,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=SwitchBot+Bot+%28Smart+Button+Pusher%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
118,SH-SWB-SWBT-002,SwitchBot Bot (Smart Button Pusher),Smart Home & IoT,239,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=SwitchBot+Bot+%28Smart+Button+Pusher%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
119,SH-SWB-SWBT-001,SwitchBot Hub 2 (Matter Enabled),Smart Home & IoT,559,479,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=SwitchBot+Hub+2+%28Matter+Enabled%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
119,SH-SWB-SWBT-001,SwitchBot Hub 2 (Matter Enabled),Smart Home & IoT,559,479,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=SwitchBot+Hub+2+%28Matter+Enabled%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
119,SH-SWB-SWBT-001,SwitchBot Hub 2 (Matter Enabled),Smart Home & IoT,559,479,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=SwitchBot+Hub+2+%28Matter+Enabled%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),340,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
119,SH-SWB-SWBT-001,SwitchBot Hub 2 (Matter Enabled),Smart Home & IoT,559,479,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=SwitchBot+Hub+2+%28Matter+Enabled%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
119,SH-SWB-SWBT-001,SwitchBot Hub 2 (Matter Enabled),Smart Home & IoT,559,479,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=SwitchBot+Hub+2+%28Matter+Enabled%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
120,SH-HUB-HUBI-001,Hubitat Elevation C-8 Pro,Smart Home & IoT,1199,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Hubitat+Elevation+C-8+Pro,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
120,SH-HUB-HUBI-001,Hubitat Elevation C-8 Pro,Smart Home & IoT,1199,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Hubitat+Elevation+C-8+Pro,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
120,SH-HUB-HUBI-001,Hubitat Elevation C-8 Pro,Smart Home & IoT,1199,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Hubitat+Elevation+C-8+Pro,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
120,SH-HUB-HUBI-001,Hubitat Elevation C-8 Pro,Smart Home & IoT,1199,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Hubitat+Elevation+C-8+Pro,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
120,SH-HUB-HUBI-001,Hubitat Elevation C-8 Pro,Smart Home & IoT,1199,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Hubitat+Elevation+C-8+Pro&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
121,SH-HUB-HASS-001,Home Assistant Green,Smart Home & IoT,890,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Home+Assistant+Green,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
121,SH-HUB-HASS-001,Home Assistant Green,Smart Home & IoT,890,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Home+Assistant+Green,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
121,SH-HUB-HASS-001,Home Assistant Green,Smart Home & IoT,890,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Home+Assistant+Green,https://www.amazon.sa/-/en/Assistant-Advanced-Automation-Official-Hardware/dp/B0CXVKSG19/ref=sr_1_1,707,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
121,SH-HUB-HASS-001,Home Assistant Green,Smart Home & IoT,890,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Home+Assistant+Green,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
121,SH-HUB-HASS-001,Home Assistant Green,Smart Home & IoT,890,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Home+Assistant+Green&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
122,SH-HUB-AQRA-001,Aqara Hub M3,Smart Home & IoT,1039,899,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Aqara+Hub+M3,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
122,SH-HUB-AQRA-001,Aqara Hub M3,Smart Home & IoT,1039,899,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Aqara+Hub+M3,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
122,SH-HUB-AQRA-001,Aqara Hub M3,Smart Home & IoT,1039,899,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Aqara+Hub+M3,scraped via scripts/live-market-sync-inscope.js (2026-05-07),749,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
122,SH-HUB-AQRA-001,Aqara Hub M3,Smart Home & IoT,1039,899,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Aqara+Hub+M3,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
122,SH-HUB-AQRA-001,Aqara Hub M3,Smart Home & IoT,1039,899,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Aqara+Hub+M3&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
124,SH-BLD-SWBT-001,SwitchBot Curtain 3,Smart Home & IoT,649,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=SwitchBot+Curtain+3,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
124,SH-BLD-SWBT-001,SwitchBot Curtain 3,Smart Home & IoT,649,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=SwitchBot+Curtain+3,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
124,SH-BLD-SWBT-001,SwitchBot Curtain 3,Smart Home & IoT,649,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=SwitchBot+Curtain+3,scraped via scripts/live-market-sync-inscope.js (2026-05-07),282,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
124,SH-BLD-SWBT-001,SwitchBot Curtain 3,Smart Home & IoT,649,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=SwitchBot+Curtain+3,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
124,SH-BLD-SWBT-001,SwitchBot Curtain 3,Smart Home & IoT,649,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=SwitchBot+Curtain+3&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
125,SH-VDB-EUFY-001,Eufy Video Doorbell E340 (Dual Camera),Smart Home & IoT,999,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Eufy+Video+Doorbell+E340+%28Dual+Camera%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
125,SH-VDB-EUFY-001,Eufy Video Doorbell E340 (Dual Camera),Smart Home & IoT,999,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Eufy+Video+Doorbell+E340+%28Dual+Camera%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
125,SH-VDB-EUFY-001,Eufy Video Doorbell E340 (Dual Camera),Smart Home & IoT,999,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Eufy+Video+Doorbell+E340+%28Dual+Camera%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),438,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
125,SH-VDB-EUFY-001,Eufy Video Doorbell E340 (Dual Camera),Smart Home & IoT,999,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Eufy+Video+Doorbell+E340+%28Dual+Camera%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
125,SH-VDB-EUFY-001,Eufy Video Doorbell E340 (Dual Camera),Smart Home & IoT,999,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Eufy+Video+Doorbell+E340+%28Dual+Camera%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
126,SH-VDB-RING-001,Ring Battery Doorbell Plus,Smart Home & IoT,999,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Ring+Battery+Doorbell+Plus,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
126,SH-VDB-RING-001,Ring Battery Doorbell Plus,Smart Home & IoT,999,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Ring+Battery+Doorbell+Plus,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
126,SH-VDB-RING-001,Ring Battery Doorbell Plus,Smart Home & IoT,999,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Ring+Battery+Doorbell+Plus,scraped via scripts/live-market-sync-inscope.js (2026-05-07),727,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
126,SH-VDB-RING-001,Ring Battery Doorbell Plus,Smart Home & IoT,999,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Ring+Battery+Doorbell+Plus,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
126,SH-VDB-RING-001,Ring Battery Doorbell Plus,Smart Home & IoT,999,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Ring+Battery+Doorbell+Plus&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
127,SH-CAM-RELK-001,Reolink Argus 4 Pro (4K),Smart Home & IoT,1039,899,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Reolink+Argus+4+Pro+%284K%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
127,SH-CAM-RELK-001,Reolink Argus 4 Pro (4K),Smart Home & IoT,1039,899,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Reolink+Argus+4+Pro+%284K%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
127,SH-CAM-RELK-001,Reolink Argus 4 Pro (4K),Smart Home & IoT,1039,899,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Reolink+Argus+4+Pro+%284K%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),639,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
127,SH-CAM-RELK-001,Reolink Argus 4 Pro (4K),Smart Home & IoT,1039,899,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Reolink+Argus+4+Pro+%284K%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
127,SH-CAM-RELK-001,Reolink Argus 4 Pro (4K),Smart Home & IoT,1039,899,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Reolink+Argus+4+Pro+%284K%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
128,SH-CAM-EUFY-001,Eufy eufyCam 3 (4K + HomeBase 3 Kit),Smart Home & IoT,1649,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Eufy+eufyCam+3+%284K+%2B+HomeBase+3+Kit%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
128,SH-CAM-EUFY-001,Eufy eufyCam 3 (4K + HomeBase 3 Kit),Smart Home & IoT,1649,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Eufy+eufyCam+3+%284K+%2B+HomeBase+3+Kit%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
128,SH-CAM-EUFY-001,Eufy eufyCam 3 (4K + HomeBase 3 Kit),Smart Home & IoT,1649,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Eufy+eufyCam+3+%284K+%2B+HomeBase+3+Kit%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),379,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
128,SH-CAM-EUFY-001,Eufy eufyCam 3 (4K + HomeBase 3 Kit),Smart Home & IoT,1649,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Eufy+eufyCam+3+%284K+%2B+HomeBase+3+Kit%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
128,SH-CAM-EUFY-001,Eufy eufyCam 3 (4K + HomeBase 3 Kit),Smart Home & IoT,1649,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Eufy+eufyCam+3+%284K+%2B+HomeBase+3+Kit%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
129,SH-CAM-ARLO-001,Arlo Pro 5 2K Spotlight Camera,Smart Home & IoT,1549,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Arlo+Pro+5+2K+Spotlight+Camera,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
129,SH-CAM-ARLO-001,Arlo Pro 5 2K Spotlight Camera,Smart Home & IoT,1549,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Arlo+Pro+5+2K+Spotlight+Camera,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
129,SH-CAM-ARLO-001,Arlo Pro 5 2K Spotlight Camera,Smart Home & IoT,1549,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Arlo+Pro+5+2K+Spotlight+Camera,scraped via scripts/live-market-sync-inscope.js (2026-05-07),418,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
129,SH-CAM-ARLO-001,Arlo Pro 5 2K Spotlight Camera,Smart Home & IoT,1549,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Arlo+Pro+5+2K+Spotlight+Camera,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
129,SH-CAM-ARLO-001,Arlo Pro 5 2K Spotlight Camera,Smart Home & IoT,1549,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Arlo+Pro+5+2K+Spotlight+Camera&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
130,SH-CAM-RING-001,Ring Indoor Cam (2nd Gen),Smart Home & IoT,479,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Ring+Indoor+Cam+%282nd+Gen%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
130,SH-CAM-RING-001,Ring Indoor Cam (2nd Gen),Smart Home & IoT,479,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Ring+Indoor+Cam+%282nd+Gen%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
130,SH-CAM-RING-001,Ring Indoor Cam (2nd Gen),Smart Home & IoT,479,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Ring+Indoor+Cam+%282nd+Gen%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),99,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
130,SH-CAM-RING-001,Ring Indoor Cam (2nd Gen),Smart Home & IoT,479,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Ring+Indoor+Cam+%282nd+Gen%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
130,SH-CAM-RING-001,Ring Indoor Cam (2nd Gen),Smart Home & IoT,479,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Ring+Indoor+Cam+%282nd+Gen%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
131,SH-PLG-MERS-001,Meross Smart Plug Mini MSS110 (HomeKit),Smart Home & IoT,159,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Meross+Smart+Plug+Mini+MSS110+%28HomeKit%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
131,SH-PLG-MERS-001,Meross Smart Plug Mini MSS110 (HomeKit),Smart Home & IoT,159,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Meross+Smart+Plug+Mini+MSS110+%28HomeKit%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
131,SH-PLG-MERS-001,Meross Smart Plug Mini MSS110 (HomeKit),Smart Home & IoT,159,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Meross+Smart+Plug+Mini+MSS110+%28HomeKit%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),113,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
131,SH-PLG-MERS-001,Meross Smart Plug Mini MSS110 (HomeKit),Smart Home & IoT,159,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Meross+Smart+Plug+Mini+MSS110+%28HomeKit%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
131,SH-PLG-MERS-001,Meross Smart Plug Mini MSS110 (HomeKit),Smart Home & IoT,159,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Meross+Smart+Plug+Mini+MSS110+%28HomeKit%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
132,SH-PLG-TPLK-001,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",Smart Home & IoT,149,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=TP-Link+Tapo+P125M+Smart+Plug+%28Matter%2C+2-pack%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
132,SH-PLG-TPLK-001,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",Smart Home & IoT,149,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=TP-Link+Tapo+P125M+Smart+Plug+%28Matter%2C+2-pack%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
132,SH-PLG-TPLK-001,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",Smart Home & IoT,149,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=TP-Link+Tapo+P125M+Smart+Plug+%28Matter%2C+2-pack%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),103,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
132,SH-PLG-TPLK-001,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",Smart Home & IoT,149,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=TP-Link+Tapo+P125M+Smart+Plug+%28Matter%2C+2-pack%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
132,SH-PLG-TPLK-001,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",Smart Home & IoT,149,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=TP-Link+Tapo+P125M+Smart+Plug+%28Matter%2C+2-pack%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
133,SH-THR-ECOB-001,Ecobee Smart Thermostat Premium,Smart Home & IoT,1549,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Ecobee+Smart+Thermostat+Premium,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
133,SH-THR-ECOB-001,Ecobee Smart Thermostat Premium,Smart Home & IoT,1549,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Ecobee+Smart+Thermostat+Premium,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
133,SH-THR-ECOB-001,Ecobee Smart Thermostat Premium,Smart Home & IoT,1549,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Ecobee+Smart+Thermostat+Premium,scraped via scripts/live-market-sync-inscope.js (2026-05-07),1076,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
133,SH-THR-ECOB-001,Ecobee Smart Thermostat Premium,Smart Home & IoT,1549,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Ecobee+Smart+Thermostat+Premium,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
133,SH-THR-ECOB-001,Ecobee Smart Thermostat Premium,Smart Home & IoT,1549,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Ecobee+Smart+Thermostat+Premium&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
134,SH-THR-NEST-001,Google Nest Learning Thermostat (4th Gen),Smart Home & IoT,1699,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Google+Nest+Learning+Thermostat+%284th+Gen%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
134,SH-THR-NEST-001,Google Nest Learning Thermostat (4th Gen),Smart Home & IoT,1699,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Google+Nest+Learning+Thermostat+%284th+Gen%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
134,SH-THR-NEST-001,Google Nest Learning Thermostat (4th Gen),Smart Home & IoT,1699,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Google+Nest+Learning+Thermostat+%284th+Gen%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),1009,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
134,SH-THR-NEST-001,Google Nest Learning Thermostat (4th Gen),Smart Home & IoT,1699,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Google+Nest+Learning+Thermostat+%284th+Gen%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
134,SH-THR-NEST-001,Google Nest Learning Thermostat (4th Gen),Smart Home & IoT,1699,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Google+Nest+Learning+Thermostat+%284th+Gen%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
135,SH-RVC-ECVX-001,Ecovacs Deebot X9 Pro Omni,Smart Home & IoT,5699,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Ecovacs+Deebot+X9+Pro+Omni,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
135,SH-RVC-ECVX-001,Ecovacs Deebot X9 Pro Omni,Smart Home & IoT,5699,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Ecovacs+Deebot+X9+Pro+Omni,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
135,SH-RVC-ECVX-001,Ecovacs Deebot X9 Pro Omni,Smart Home & IoT,5699,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Ecovacs+Deebot+X9+Pro+Omni,scraped via scripts/live-market-sync-inscope.js (2026-05-07),1598,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
