"name","name_ar","sku","price","sale_price","quantity","is_infinite","is_taxable","requires_shipping","is_draft","description","short_description","categories","images","weight","barcode"
"PETKIT Eversweet 3 Pro","PETKIT Eversweet 3 Pro","NGS-PET-WAT-0591","349","","10","FALSE","TRUE","TRUE","FALSE","PETKIT Eversweet 3 Pro available at NGS Smart Home Store. Price: 349 SAR.","PETKIT Eversweet 3 Pro &#8211; Smart Home Product","نافورة مياه","https://neogen.store/wp-content/uploads/NGS-PET-WAT-0591.webp","",""
"Aqara Pet Feeder C1","Aqara Pet Feeder C1","NGS-AQA-SMA-0590","299","","10","FALSE","TRUE","TRUE","FALSE","Aqara Pet Feeder C1 available at NGS Smart Home Store. Price: 299 SAR.","Aqara Pet Feeder C1 &#8211; Smart Home Product","مطعم ذكي","https://neogen.store/wp-content/uploads/NGS-AQA-SMA-0590.webp","",""
"SureFeed Microchip Feeder","SureFeed Microchip Feeder","NGS-SUR-SMA-0589","549","","10","FALSE","TRUE","TRUE","FALSE","SureFeed Microchip Feeder available at NGS Smart Home Store. Price: 549 SAR.","SureFeed Microchip Feeder &#8211; Smart Home Product","مطعم ذكي","https://neogen.store/wp-content/uploads/NGS-SUR-SMA-0589.webp","",""
"PETKIT Fresh Element Infinity","PETKIT Fresh Element Infinity","NGS-PET-SMA-0588","699","","10","FALSE","TRUE","TRUE","FALSE","PETKIT Fresh Element Infinity available at NGS Smart Home Store. Price: 699 SAR.","PETKIT Fresh Element Infinity &#8211; Smart Home Product","مطعم ذكي","https://neogen.store/wp-content/uploads/NGS-PET-SMA-0588.webp","",""
"Petlibro One RFID Feeder","Petlibro One RFID Feeder","NGS-PET-SMA-0587","599","","10","FALSE","TRUE","TRUE","FALSE","Petlibro One RFID Feeder available at NGS Smart Home Store. Price: 599 SAR.","Petlibro One RFID Feeder &#8211; Smart Home Product","مطعم ذكي","https://neogen.store/wp-content/uploads/NGS-PET-SMA-0587.webp","",""
"Petlibro Granary WiFi Feeder","Petlibro Granary WiFi Feeder","NGS-PET-SMA-0586","399","","10","FALSE","TRUE","TRUE","FALSE","Petlibro Granary WiFi Feeder available at NGS Smart Home Store. Price: 399 SAR.","Petlibro Granary WiFi Feeder &#8211; Smart Home Product","مطعم ذكي","https://neogen.store/wp-content/uploads/NGS-PET-SMA-0586.webp","",""
"EZCOO HDMI Matrix 4x2","EZCOO HDMI Matrix 4x2","NGS-EZC-ADA-0585","299","","10","FALSE","TRUE","TRUE","FALSE","EZCOO HDMI Matrix 4x2 available at NGS Smart Home Store. Price: 299 SAR.","EZCOO HDMI Matrix 4&#215;2 &#8211; Smart Home Product","Adapters","https://neogen.store/wp-content/uploads/NGS-EZC-ADA-0585.webp","",""
"Generic 3.5mm to RCA","Generic 3.5mm to RCA","NGS-GEN-ADA-0584","19","","10","FALSE","TRUE","TRUE","FALSE","Generic 3.5mm to RCA available at NGS Smart Home Store. Price: 19 SAR.","Generic 3.5mm to RCA &#8211; Smart Home Product","Adapters","https://neogen.store/wp-content/uploads/NGS-GEN-ADA-0584.webp","",""
"Generic USB-C to HDMI 4K","Generic USB-C to HDMI 4K","NGS-GEN-ADA-0583","59","","10","FALSE","TRUE","TRUE","FALSE","Generic USB-C to HDMI 4K available at NGS Smart Home Store. Price: 59 SAR.","Generic USB-C to HDMI 4K &#8211; Smart Home Product","Adapters","https://neogen.store/wp-content/uploads/NGS-GEN-ADA-0583.webp","",""
"UGREEN USB-C Hub 6-in-1","UGREEN USB-C Hub 6-in-1","NGS-UGR-ADA-0581","149","","10","FALSE","TRUE","TRUE","FALSE","UGREEN USB-C Hub 6-in-1 available at NGS Smart Home Store. Price: 149 SAR.","UGREEN USB-C Hub 6-in-1 &#8211; Smart Home Product","Adapters","https://neogen.store/wp-content/uploads/NGS-UGR-ADA-0581.webp","",""
"Generic USB to Ethernet Adapter","Generic USB to Ethernet Adapter","NGS-GEN-ADA-0580","59","","10","FALSE","TRUE","TRUE","FALSE","Generic USB to Ethernet Adapter available at NGS Smart Home Store. Price: 59 SAR.","Generic USB to Ethernet Adapter &#8211; Smart Home Product","Adapters","https://neogen.store/wp-content/uploads/NGS-GEN-ADA-0580.webp","",""
"Generic Soldering Iron Kit","Generic Soldering Iron Kit","NGS-GEN-TOO-0579","99","","10","FALSE","TRUE","TRUE","FALSE","Generic Soldering Iron Kit available at NGS Smart Home Store. Price: 99 SAR.","Generic Soldering Iron Kit &#8211; Smart Home Product","أدوات","https://neogen.store/wp-content/uploads/NGS-GEN-TOO-0579.jpg","",""
"Klein Punchdown Tool","Klein Punchdown Tool","NGS-KLE-TOO-0577","59","","10","FALSE","TRUE","TRUE","FALSE","Klein Punchdown Tool available at NGS Smart Home Store. Price: 59 SAR.","Klein Punchdown Tool &#8211; Smart Home Product","أدوات","https://neogen.store/wp-content/uploads/NGS-KLE-TOO-0577.webp","",""
"Generic Network Cable Tester","Generic Network Cable Tester","NGS-GEN-TOO-0576","49","","10","FALSE","TRUE","TRUE","FALSE","Generic Network Cable Tester available at NGS Smart Home Store. Price: 49 SAR.","Generic Network Cable Tester &#8211; Smart Home Product","أدوات","https://neogen.store/wp-content/uploads/NGS-GEN-TOO-0576.webp","",""
"Generic RJ45 Crimping Tool Kit","Generic RJ45 Crimping Tool Kit","NGS-GEN-TOO-0575","79","","10","FALSE","TRUE","TRUE","FALSE","Generic RJ45 Crimping Tool Kit available at NGS Smart Home Store. Price: 79 SAR.","Generic RJ45 Crimping Tool Kit &#8211; Smart Home Product","أدوات","https://neogen.store/wp-content/uploads/NGS-GEN-TOO-0575.webp","",""
"Screwless Screwless Wall Plate","Screwless Screwless Wall Plate","NGS-SCR-MOU-0574","25","","10","FALSE","TRUE","TRUE","FALSE","Screwless Screwless Wall Plate available at NGS Smart Home Store. Price: 25 SAR.","Screwless Screwless Wall Plate &#8211; Smart Home Product","Mounts &amp; Brackets","https://neogen.store/wp-content/uploads/NGS-SCR-MOU-0574.webp","",""
"Generic NUC Wall Mount","Generic NUC Wall Mount","NGS-GEN-MOU-0573","39","","10","FALSE","TRUE","TRUE","FALSE","Generic NUC Wall Mount available at NGS Smart Home Store. Price: 39 SAR.","Generic NUC Wall Mount &#8211; Smart Home Product","Mounts &amp; Brackets","https://neogen.store/wp-content/uploads/NGS-GEN-MOU-0573.webp","",""
"VESA 75x75mm VESA Plate","VESA 75x75mm VESA Plate","NGS-VES-MOU-0572","19","","10","FALSE","TRUE","TRUE","FALSE","VESA 75x75mm VESA Plate available at NGS Smart Home Store. Price: 19 SAR.","VESA 75x75mm VESA Plate &#8211; Smart Home Product","Mounts &amp; Brackets","https://neogen.store/wp-content/uploads/NGS-VES-MOU-0572.webp","",""
"Generic Mini PC VESA Mount","Generic Mini PC VESA Mount","NGS-GEN-MOU-0570","49","","10","FALSE","TRUE","TRUE","FALSE","Generic Mini PC VESA Mount available at NGS Smart Home Store. Price: 49 SAR.","Generic Mini PC VESA Mount &#8211; Smart Home Product","Mounts &amp; Brackets","https://neogen.store/wp-content/uploads/NGS-GEN-MOU-0570.webp","",""
"Generic Raspberry Pi Case Mount","Generic Raspberry Pi Case Mount","NGS-GEN-MOU-0569","29","","10","FALSE","TRUE","TRUE","FALSE","Generic Raspberry Pi Case Mount available at NGS Smart Home Store. Price: 29 SAR.","Generic Raspberry Pi Case Mount &#8211; Smart Home Product","Mounts &amp; Brackets","https://neogen.store/wp-content/uploads/NGS-GEN-MOU-0569.webp","",""
"PoE Texas PoE Splitter 5V 2.4A","PoE Texas PoE Splitter 5V 2.4A","NGS-POE-POW-0568","59","","10","FALSE","TRUE","TRUE","FALSE","PoE Texas PoE Splitter 5V 2.4A available at NGS Smart Home Store. Price: 59 SAR.","PoE Texas PoE Splitter 5V 2.4A &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-POE-POW-0568.webp","",""
"Argon PoE HAT for Pi 5","Argon PoE HAT for Pi 5","NGS-ARG-POW-0567","149","","10","FALSE","TRUE","TRUE","FALSE","Argon PoE HAT for Pi 5 available at NGS Smart Home Store. Price: 149 SAR.","Argon PoE HAT for Pi 5 &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-ARG-POW-0567.webp","",""
"GeeekPi PoE HAT for Pi 4","GeeekPi PoE HAT for Pi 4","NGS-GEE-POW-0566","99","","10","FALSE","TRUE","TRUE","FALSE","GeeekPi PoE HAT for Pi 4 available at NGS Smart Home Store. Price: 99 SAR.","GeeekPi PoE HAT for Pi 4 &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-GEE-POW-0566.webp","",""
"Mean Well 12V 2A Barrel Jack","Mean Well 12V 2A Barrel Jack","NGS-MEA-POW-0565","29","","10","FALSE","TRUE","TRUE","FALSE","Mean Well 12V 2A Barrel Jack available at NGS Smart Home Store. Price: 29 SAR.","Mean Well 12V 2A Barrel Jack &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-MEA-POW-0565.webp","",""
"Generic 5V 5A USB-C (Pi 5)","Generic 5V 5A USB-C (Pi 5)","NGS-GEN-POW-0564","79","","10","FALSE","TRUE","TRUE","FALSE","Generic 5V 5A USB-C (Pi 5) available at NGS Smart Home Store. Price: 79 SAR.","Generic 5V 5A USB-C (Pi 5) &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-GEN-POW-0564.webp","",""
"Generic 5V 3A USB-C (Pi 4/5)","Generic 5V 3A USB-C (Pi 4/5)","NGS-GEN-POW-0563","49","","10","FALSE","TRUE","TRUE","FALSE","Generic 5V 3A USB-C (Pi 4/5) available at NGS Smart Home Store. Price: 49 SAR.","Generic 5V 3A USB-C (Pi 4/5) &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-GEN-POW-0563.webp","",""
"UGREEN USB 3.0 Hub 4-port","UGREEN USB 3.0 Hub 4-port","NGS-UGR-USB-0562","79","","10","FALSE","TRUE","TRUE","FALSE","UGREEN USB 3.0 Hub 4-port available at NGS Smart Home Store. Price: 79 SAR.","UGREEN USB 3.0 Hub 4-port &#8211; Smart Home Product","كيبلات USB","https://neogen.store/wp-content/uploads/NGS-UGR-USB-0562.webp","",""
"UGREEN USB-C to USB-A 1m","UGREEN USB-C to USB-A 1m","NGS-UGR-USB-0561","35","","10","FALSE","TRUE","TRUE","FALSE","UGREEN USB-C to USB-A 1m available at NGS Smart Home Store. Price: 35 SAR.","UGREEN USB-C to USB-A 1m &#8211; Smart Home Product","كيبلات USB","https://neogen.store/wp-content/uploads/NGS-UGR-USB-0561.webp","",""
"Generic USB-A Extension 2m","Generic USB-A Extension 2m","NGS-GEN-USB-0560","29","","10","FALSE","TRUE","TRUE","FALSE","Generic USB-A Extension 2m available at NGS Smart Home Store. Price: 29 SAR.","Generic USB-A Extension 2m &#8211; Smart Home Product","كيبلات USB","https://neogen.store/wp-content/uploads/NGS-GEN-USB-0560.webp","",""
"Generic Micro USB 1m (5-pack)","Generic Micro USB 1m (5-pack)","NGS-GEN-USB-0559","29","","10","FALSE","TRUE","TRUE","FALSE","Generic Micro USB 1m (5-pack) available at NGS Smart Home Store. Price: 29 SAR.","Generic Micro USB 1m (5-pack) &#8211; Smart Home Product","كيبلات USB","https://neogen.store/wp-content/uploads/NGS-GEN-USB-0559.webp","",""
"Anker USB-C 2m (2-pack)","Anker USB-C 2m (2-pack)","NGS-ANK-USB-0558","59","","10","FALSE","TRUE","TRUE","FALSE","Anker USB-C 2m (2-pack) available at NGS Smart Home Store. Price: 59 SAR.","Anker USB-C 2m (2-pack) &#8211; Smart Home Product","كيبلات USB","https://neogen.store/wp-content/uploads/NGS-ANK-USB-0558.webp","",""
"FS.com DAC SFP+ 1m","FS.com DAC SFP+ 1m","NGS-FS-ETH-0556","99","","10","FALSE","TRUE","TRUE","FALSE","FS.com DAC SFP+ 1m available at NGS Smart Home Store. Price: 99 SAR.","FS.com DAC SFP+ 1m &#8211; Smart Home Product","كيبلات إيثرنت","https://neogen.store/wp-content/uploads/NGS-FS-ETH-0556.webp","",""
"Ubiquiti UniFi Patch Cable 0.3m","Ubiquiti UniFi Patch Cable 0.3m","NGS-UBI-ETH-0555","29","","10","FALSE","TRUE","TRUE","FALSE","Ubiquiti UniFi Patch Cable 0.3m available at NGS Smart Home Store. Price: 29 SAR.","Ubiquiti UniFi Patch Cable 0.3m &#8211; Smart Home Product","كيبلات إيثرنت","https://neogen.store/wp-content/uploads/NGS-UBI-ETH-0555.webp","",""
"Generic Cat6a 2m (3-pack)","Generic Cat6a 2m (3-pack)","NGS-GEN-ETH-0554","79","","10","FALSE","TRUE","TRUE","FALSE","Generic Cat6a 2m (3-pack) available at NGS Smart Home Store. Price: 79 SAR.","Generic Cat6a 2m (3-pack) &#8211; Smart Home Product","كيبلات إيثرنت","https://neogen.store/wp-content/uploads/NGS-GEN-ETH-0554.webp","",""
"Generic Cat6 3m (5-pack)","Generic Cat6 3m (5-pack)","NGS-GEN-ETH-0552","59","","10","FALSE","TRUE","TRUE","FALSE","Generic Cat6 3m (5-pack) available at NGS Smart Home Store. Price: 59 SAR.","Generic Cat6 3m (5-pack) &#8211; Smart Home Product","كيبلات إيثرنت","https://neogen.store/wp-content/uploads/NGS-GEN-ETH-0552.webp","",""
"BTF-Lighting WS2812B LED Strip 5m","BTF-Lighting WS2812B LED Strip 5m","NGS-BTF-MIS-0550","99","","10","FALSE","TRUE","TRUE","FALSE","BTF-Lighting WS2812B LED Strip 5m available at NGS Smart Home Store. Price: 99 SAR.","BTF-Lighting WS2812B LED Strip 5m &#8211; Smart Home Product","Misc Components","https://neogen.store/wp-content/uploads/NGS-BTF-MIS-0550.webp","",""
"Generic Dupont Wires Kit","Generic Dupont Wires Kit","NGS-GEN-MIS-0549","25","","10","FALSE","TRUE","TRUE","FALSE","Generic Dupont Wires Kit available at NGS Smart Home Store. Price: 25 SAR.","Generic Dupont Wires Kit &#8211; Smart Home Product","Misc Components","https://neogen.store/wp-content/uploads/NGS-GEN-MIS-0549.webp","",""
"Generic Prototype PCB (10 pack)","Generic Prototype PCB (10 pack)","NGS-GEN-MIS-0548","19","","10","FALSE","TRUE","TRUE","FALSE","Generic Prototype PCB (10 pack) available at NGS Smart Home Store. Price: 19 SAR.","Generic Prototype PCB (10 pack) &#8211; Smart Home Product","Misc Components","https://neogen.store/wp-content/uploads/NGS-GEN-MIS-0548.webp","",""
"Generic Terminal Block Adapter","Generic Terminal Block Adapter","NGS-GEN-MIS-0547","9","","10","FALSE","TRUE","TRUE","FALSE","Generic Terminal Block Adapter available at NGS Smart Home Store. Price: 9 SAR.","Generic Terminal Block Adapter &#8211; Smart Home Product","Misc Components","https://neogen.store/wp-content/uploads/NGS-GEN-MIS-0547.webp","",""
"Generic I2C Level Shifter","Generic I2C Level Shifter","NGS-GEN-MIS-0546","12","","10","FALSE","TRUE","TRUE","FALSE","Generic I2C Level Shifter available at NGS Smart Home Store. Price: 12 SAR.","Generic I2C Level Shifter &#8211; Smart Home Product","Misc Components","https://neogen.store/wp-content/uploads/NGS-GEN-MIS-0546.webp","",""
"Generic DC-DC Buck Converter","Generic DC-DC Buck Converter","NGS-GEN-POW-0544","12","","10","FALSE","TRUE","TRUE","FALSE","Generic DC-DC Buck Converter available at NGS Smart Home Store. Price: 12 SAR.","Generic DC-DC Buck Converter &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-GEN-POW-0544.webp","",""
"Generic 5V 2A USB Adapter","Generic 5V 2A USB Adapter","NGS-GEN-POW-0543","15","","10","FALSE","TRUE","TRUE","FALSE","Generic 5V 2A USB Adapter available at NGS Smart Home Store. Price: 15 SAR.","Generic 5V 2A USB Adapter &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-GEN-POW-0543.webp","",""
"Mean Well LRS-100-12 (12V 8.5A)","Mean Well LRS-100-12 (12V 8.5A)","NGS-MEA-POW-0541","129","","10","FALSE","TRUE","TRUE","FALSE","Mean Well LRS-100-12 (12V 8.5A) available at NGS Smart Home Store. Price: 129 SAR.","Mean Well LRS-100-12 (12V 8.5A) &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-MEA-POW-0541.webp","",""
"Mean Well LRS-50-5 (5V 10A)","Mean Well LRS-50-5 (5V 10A)","NGS-MEA-POW-0540","79","","10","FALSE","TRUE","TRUE","FALSE","Mean Well LRS-50-5 (5V 10A) available at NGS Smart Home Store. Price: 79 SAR.","Mean Well LRS-50-5 (5V 10A) &#8211; Smart Home Product","Power Supply","https://neogen.store/wp-content/uploads/NGS-MEA-POW-0540.webp","",""
"M5Stack Core Ink","M5Stack Core Ink","NGS-MS-DIS-0539","99","","10","FALSE","TRUE","TRUE","FALSE","M5Stack Core Ink available at NGS Smart Home Store. Price: 99 SAR.","M5Stack Core Ink &#8211; Smart Home Product","وحدات عرض","https://neogen.store/wp-content/uploads/NGS-MS-DIS-0539.webp","",""
"Waveshare 7.5"" E-Paper","Waveshare 7.5"" E-Paper","NGS-WAV-DIS-0538","199","","10","FALSE","TRUE","TRUE","FALSE","Waveshare 7.5"" E-Paper available at NGS Smart Home Store. Price: 199 SAR.","Waveshare 7.5&#8243; E-Paper &#8211; Smart Home Product","وحدات عرض","https://neogen.store/wp-content/uploads/NGS-WAV-DIS-0538.webp","",""
"Waveshare 4.2"" E-Paper","Waveshare 4.2"" E-Paper","NGS-WAV-DIS-0537","99","","10","FALSE","TRUE","TRUE","FALSE","Waveshare 4.2"" E-Paper available at NGS Smart Home Store. Price: 99 SAR.","Waveshare 4.2&#8243; E-Paper &#8211; Smart Home Product","وحدات عرض","https://neogen.store/wp-content/uploads/NGS-WAV-DIS-0537.webp","",""
"Generic 2.4"" TFT SPI","Generic 2.4"" TFT SPI","NGS-GEN-DIS-0536","39","","10","FALSE","TRUE","TRUE","FALSE","Generic 2.4"" TFT SPI available at NGS Smart Home Store. Price: 39 SAR.","Generic 2.4&#8243; TFT SPI &#8211; Smart Home Product","وحدات عرض","https://neogen.store/wp-content/uploads/NGS-GEN-DIS-0536.webp","",""
"Generic 0.96"" OLED I2C","Generic 0.96"" OLED I2C","NGS-GEN-DIS-0535","19","","10","FALSE","TRUE","TRUE","FALSE","Generic 0.96"" OLED I2C available at NGS Smart Home Store. Price: 19 SAR.","Generic 0.96&#8243; OLED I2C &#8211; Smart Home Product","وحدات عرض","https://neogen.store/wp-content/uploads/NGS-GEN-DIS-0535.webp","",""
"Athom Smart Relay Board","Athom Smart Relay Board","NGS-ATH-REL-0534","89","","10","FALSE","TRUE","TRUE","FALSE","Athom Smart Relay Board available at NGS Smart Home Store. Price: 89 SAR.","Athom Smart Relay Board &#8211; Smart Home Product","ريلاي","https://neogen.store/wp-content/uploads/NGS-ATH-REL-0534.webp","",""
"Shelly Plus 1 Mini","Shelly Plus 1 Mini","NGS-SHE-REL-0533","69","","10","FALSE","TRUE","TRUE","FALSE","Shelly Plus 1 Mini available at NGS Smart Home Store. Price: 69 SAR.","Shelly Plus 1 Mini &#8211; Smart Home Product","ريلاي","https://neogen.store/wp-content/uploads/NGS-SHE-REL-0533.webp","",""
"Sonoff SV (ESP DIY)","Sonoff SV (ESP DIY)","NGS-SON-REL-0532","49","","10","FALSE","TRUE","TRUE","FALSE","Sonoff SV (ESP DIY) available at NGS Smart Home Store. Price: 49 SAR.","Sonoff SV (ESP DIY) &#8211; Smart Home Product","ريلاي","https://neogen.store/wp-content/uploads/NGS-SON-REL-0532.webp","",""
"Generic 8-Channel 5V Relay","Generic 8-Channel 5V Relay","NGS-GEN-REL-0531","29","","10","FALSE","TRUE","TRUE","FALSE","Generic 8-Channel 5V Relay available at NGS Smart Home Store. Price: 29 SAR.","Generic 8-Channel 5V Relay &#8211; Smart Home Product","ريلاي","https://neogen.store/wp-content/uploads/NGS-GEN-REL-0531.webp","",""
"Generic 4-Channel 5V Relay","Generic 4-Channel 5V Relay","NGS-GEN-REL-0530","19","","10","FALSE","TRUE","TRUE","FALSE","Generic 4-Channel 5V Relay available at NGS Smart Home Store. Price: 19 SAR.","Generic 4-Channel 5V Relay &#8211; Smart Home Product","ريلاي","https://neogen.store/wp-content/uploads/NGS-GEN-REL-0530.webp","",""
"Generic 1-Channel 5V Relay","Generic 1-Channel 5V Relay","NGS-GEN-REL-0529","9","","10","FALSE","TRUE","TRUE","FALSE","Generic 1-Channel 5V Relay available at NGS Smart Home Store. Price: 9 SAR.","Generic 1-Channel 5V Relay &#8211; Smart Home Product","ريلاي","https://neogen.store/wp-content/uploads/NGS-GEN-REL-0529.webp","",""
"Hi-Link LD2410 Presence Radar","Hi-Link LD2410 Presence Radar","NGS-HI-SEN-0528","29","","10","FALSE","TRUE","TRUE","FALSE","Hi-Link LD2410 Presence Radar available at NGS Smart Home Store. Price: 29 SAR.","Hi-Link LD2410 Presence Radar &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-HI-SEN-0528.webp","",""
"Generic PZEM-004T Energy Monitor","Generic PZEM-004T Energy Monitor","NGS-GEN-SEN-0527","59","","10","FALSE","TRUE","TRUE","FALSE","Generic PZEM-004T Energy Monitor available at NGS Smart Home Store. Price: 59 SAR.","Generic PZEM-004T Energy Monitor &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0527.webp","",""
"Sensirion SCD40 CO2 Sensor","Sensirion SCD40 CO2 Sensor","NGS-SEN-SEN-0526","199","","10","FALSE","TRUE","TRUE","FALSE","Sensirion SCD40 CO2 Sensor available at NGS Smart Home Store. Price: 199 SAR.","Sensirion SCD40 CO2 Sensor &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-SEN-SEN-0526.webp","",""
"Bosch BME680 Air Quality","Bosch BME680 Air Quality","NGS-BOS-SEN-0525","79","","10","FALSE","TRUE","TRUE","FALSE","Bosch BME680 Air Quality available at NGS Smart Home Store. Price: 79 SAR.","Bosch BME680 Air Quality &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-BOS-SEN-0525.webp","",""
"Generic Soil Moisture Sensor","Generic Soil Moisture Sensor","NGS-GEN-SEN-0524","9","","10","FALSE","TRUE","TRUE","FALSE","Generic Soil Moisture Sensor available at NGS Smart Home Store. Price: 9 SAR.","Generic Soil Moisture Sensor &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0524.webp","",""
"Generic Water Level Sensor","Generic Water Level Sensor","NGS-GEN-SEN-0523","9","","10","FALSE","TRUE","TRUE","FALSE","Generic Water Level Sensor available at NGS Smart Home Store. Price: 9 SAR.","Generic Water Level Sensor &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0523.webp","",""
"Generic MQ-2 Gas Sensor","Generic MQ-2 Gas Sensor","NGS-GEN-SEN-0522","12","","10","FALSE","TRUE","TRUE","FALSE","Generic MQ-2 Gas Sensor available at NGS Smart Home Store. Price: 12 SAR.","Generic MQ-2 Gas Sensor &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0522.webp","",""
"Generic RCWL-0516 Microwave","Generic RCWL-0516 Microwave","NGS-GEN-SEN-0521","15","","10","FALSE","TRUE","TRUE","FALSE","Generic RCWL-0516 Microwave available at NGS Smart Home Store. Price: 15 SAR.","Generic RCWL-0516 Microwave &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0521.webp","",""
"Generic HC-SR501 PIR Motion","Generic HC-SR501 PIR Motion","NGS-GEN-SEN-0520","9","","10","FALSE","TRUE","TRUE","FALSE","Generic HC-SR501 PIR Motion available at NGS Smart Home Store. Price: 9 SAR.","Generic HC-SR501 PIR Motion &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0520.webp","",""
"Generic BH1750 Light Sensor","Generic BH1750 Light Sensor","NGS-GEN-SEN-0519","15","","10","FALSE","TRUE","TRUE","FALSE","Generic BH1750 Light Sensor available at NGS Smart Home Store. Price: 15 SAR.","Generic BH1750 Light Sensor &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0519.webp","",""
"Generic BME280 Temp/Hum/Press","Generic BME280 Temp/Hum/Press","NGS-GEN-SEN-0518","29","","10","FALSE","TRUE","TRUE","FALSE","Generic BME280 Temp/Hum/Press available at NGS Smart Home Store. Price: 29 SAR.","Generic BME280 Temp/Hum/Press &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0518.webp","",""
"Generic DHT22 Temp/Humidity","Generic DHT22 Temp/Humidity","NGS-GEN-SEN-0517","19","","10","FALSE","TRUE","TRUE","FALSE","Generic DHT22 Temp/Humidity available at NGS Smart Home Store. Price: 19 SAR.","Generic DHT22 Temp/Humidity &#8211; Smart Home Product","وحدات استشعار","https://neogen.store/wp-content/uploads/NGS-GEN-SEN-0517.webp","",""
"M5Stack ATOM Lite","M5Stack ATOM Lite","NGS-MS-MIC-0514","39","","10","FALSE","TRUE","TRUE","FALSE","M5Stack ATOM Lite available at NGS Smart Home Store. Price: 39 SAR.","M5Stack ATOM Lite &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-MS-MIC-0514.webp","",""
"Olimex ESP32-POE","Olimex ESP32-POE","NGS-OLI-MIC-0513","99","","10","FALSE","TRUE","TRUE","FALSE","Olimex ESP32-POE available at NGS Smart Home Store. Price: 99 SAR.","Olimex ESP32-POE &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-OLI-MIC-0513.webp","",""
"Seeed XIAO ESP32C3","Seeed XIAO ESP32C3","NGS-SEE-MIC-0512","29","","10","FALSE","TRUE","TRUE","FALSE","Seeed XIAO ESP32C3 available at NGS Smart Home Store. Price: 29 SAR.","Seeed XIAO ESP32C3 &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-SEE-MIC-0512.webp","",""
"Wemos D1 Mini ESP32","Wemos D1 Mini ESP32","NGS-WEM-MIC-0511","35","","10","FALSE","TRUE","TRUE","FALSE","Wemos D1 Mini ESP32 available at NGS Smart Home Store. Price: 35 SAR.","Wemos D1 Mini ESP32 &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-WEM-MIC-0511.webp","",""
"Wemos D1 Mini ESP8266","Wemos D1 Mini ESP8266","NGS-WEM-MIC-0510","19","","10","FALSE","TRUE","TRUE","FALSE","Wemos D1 Mini ESP8266 available at NGS Smart Home Store. Price: 19 SAR.","Wemos D1 Mini ESP8266 &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-WEM-MIC-0510.webp","",""
"Espressif ESP32-C3-MINI","Espressif ESP32-C3-MINI","NGS-ESP-MIC-0509","25","","10","FALSE","TRUE","TRUE","FALSE","Espressif ESP32-C3-MINI available at NGS Smart Home Store. Price: 25 SAR.","Espressif ESP32-C3-MINI &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-ESP-MIC-0509.webp","",""
"Espressif ESP32-S3-WROOM-1","Espressif ESP32-S3-WROOM-1","NGS-ESP-MIC-0508","45","","10","FALSE","TRUE","TRUE","FALSE","Espressif ESP32-S3-WROOM-1 available at NGS Smart Home Store. Price: 45 SAR.","Espressif ESP32-S3-WROOM-1 &#8211; Smart Home Product","متحكمات","https://neogen.store/wp-content/uploads/NGS-ESP-MIC-0508.webp","",""
