sku,name,category,price_sar,status,store_url,brand,brand_url,trend_keyword,trend_avg,trend_peak,trend_latest,trend_direction,last_checked
NT-UPS-APC-001,APC Smart-UPS SMT1500RM2UC (1500VA Rack),Homelab,4899,publish,https://neogen.store/product/apc-smart-ups-smt1500rm2uc-1500va-rack/,APC,,APC Smart-UPS SMT1500RM2UC,,,,,
NT-NAS-QNP-002,QNAP TS-262-4G (2-Bay),Homelab,1899,publish,https://neogen.store/product/qnap-ts-262-4g-2-bay/,QNAP,https://qnap.com,QNAP TS-262-4G,,,,,
NT-NAS-QNP-001,QNAP TS-464-8G (4-Bay),Homelab,2799,publish,https://neogen.store/product/qnap-ts-464-8g-4-bay/,QNAP,https://qnap.com,QNAP TS-464-8G,,,,,
NT-NAS-SYN-002,Synology DS925+ (4-Bay),Homelab,3499,publish,https://neogen.store/product/synology-ds925-4-bay/,Synology,https://synology.com,Synology DS925+,,,,,
NT-NAS-SYN-001,Synology DS225+ (2-Bay),Homelab,2099,publish,https://neogen.store/product/synology-ds225-2-bay/,Synology,https://synology.com,Synology DS225+,,,,,
NG-ENT-010,Ubiquiti UniFi Switch Pro 24 PoE (USW-Pro-24-PoE) - Smart Managed PoE+ Switch,Homelab,4199,publish,https://neogen.store/product/ubiquiti-unifi-switch-pro-24-poe-usw-pro-24-poe-smart-managed-poe-switch/,Ubiquiti,https://ui.com,Ubiquiti UniFi Switch Pro,,,,,
NG-ENT-009,HPE ProLiant DL380 Gen10 Server (Refurbished) - Data Center Power at Smart Pricing,Homelab,6499,publish,https://neogen.store/product/hpe-proliant-dl380-gen10-server-refurbished-data-center-power-at-smart-pricing/,HPE,,HPE ProLiant DL380 Gen10,,,,,
NG-ENT-008,APC Smart-UPS 1500VA LCD RM 2U (SMT1500RMI2U) - Pure Sine Wave Rack UPS,Homelab,4899,publish,https://neogen.store/product/apc-smart-ups-1500va-lcd-rm-2u-smt1500rmi2u-pure-sine-wave-rack-ups/,APC,,APC Smart-UPS 1500VA LCD,,,,,
NG-ENT-007,MikroTik CRS326-24G-2S+RM 24-Port Managed Gigabit Switch with 10G SFP+,Homelab,1649,publish,https://neogen.store/product/mikrotik-crs326-24g-2srm-24-port-managed-gigabit-switch-with-10g-sfp/,Mikrotik,https://mikrotik.com,MikroTik CRS326-24G-2S+RM 24-Port Managed,,,,,
NG-ENT-006,Synology DiskStation DS1621+ 6-Bay NAS - Enterprise Storage Powerhouse,Homelab,5599,publish,https://neogen.store/product/synology-diskstation-ds1621-6-bay-nas-enterprise-storage-powerhouse/,Synology,https://synology.com,Synology DiskStation DS1621+ 6-Bay,,,,,
NG-ENT-005,Asustor Flashstor 6 (FS6706T) - All-NVMe SSD NAS for Extreme Performance,Homelab,3099,publish,https://neogen.store/product/asustor-flashstor-6-fs6706t-all-nvme-ssd-nas-for-extreme-performance/,ASUS,https://asus.com,Asustor Flashstor 6 -,,,,,
NG-ENT-004,UniFi 6 Long-Range (U6-LR) - High-Performance WiFi 6 Access Point,Homelab,1649,publish,https://neogen.store/product/unifi-6-long-range-u6-lr-high-performance-wifi-6-access-point/,UniFi,,UniFi 6 Long-Range -,,,,,
NG-ENT-003,Ubiquiti UniFi Dream Machine Pro (UDM-Pro) - All-in-One Enterprise Network Console,Homelab,3099,publish,https://neogen.store/product/ubiquiti-unifi-dream-machine-pro-udm-pro-all-in-one-enterprise-network-console/,Ubiquiti,https://ui.com,Ubiquiti UniFi Dream Machine,,,,,
NG-ENT-002,Asustor Lockerstor 4 (AS6604T) - Professional 4-Bay NAS for Creators,Homelab,3099,publish,https://neogen.store/product/asustor-lockerstor-4-as6604t-professional-4-bay-nas-for-creators/,ASUS,https://asus.com,Asustor Lockerstor 4 -,,,,,
NG-ENT-001,"Dell PowerEdge R730 Refurbished Server - Enterprise Power, Smart Investment",Homelab,8099,publish,https://neogen.store/product/dell-poweredge-r730-refurbished-server-enterprise-power-smart-investment/,Dell,,Dell PowerEdge R730 Refurbished,,,,,
NT-POE-TPL-001,TP-Link TL-SG1005P 5-Port PoE,Networking,299,publish,https://neogen.store/product/tp-link-tl-sg1005p-5-port-poe/,TP-Link,https://tp-link.com,TP-Link TL-SG1005P 5-Port PoE,,,,,
NT-POE-UBQ-001,Ubiquiti USW-Lite-8-PoE,Networking,849,publish,https://neogen.store/product/ubiquiti-usw-lite-8-poe/,Ubiquiti,https://ui.com,Ubiquiti USW-Lite-8-PoE,,,,,
NT-CBL-GEN-001,Cat6a Shielded Bulk Cable (305m),Networking,849,publish,https://neogen.store/product/cat6a-shielded-bulk-cable-305m/,Cat6a,,Cat6a Shielded Bulk Cable,,,,,
NT-CBL-FSC-001,10G SFP+ DAC Twinax Cable (1m),Networking,139,publish,https://neogen.store/product/10g-sfp-dac-twinax-cable-1m/,10G,,10G SFP+ DAC Twinax,,,,,
NT-SFP-FSC-001,FS.com 10GBASE-SR SFP+ Transceiver,Networking,129,publish,https://neogen.store/product/fs-com-10gbase-sr-sfp-transceiver/,FS.com,,FS.com ASE-SR SFP+ Transceiver,,,,,
NT-WAP-TPL-002,TP-Link Omada EAP650,Networking,799,publish,https://neogen.store/product/tp-link-omada-eap650/,TP-Link,https://tp-link.com,TP-Link Omada EAP650,,,,,
NT-WAP-TPL-001,TP-Link Omada EAP610,Networking,599,publish,https://neogen.store/product/tp-link-omada-eap610/,TP-Link,https://tp-link.com,TP-Link Omada EAP610,,,,,
NT-WAP-UBQ-002,Ubiquiti UniFi U7 Pro,Networking,1399,publish,https://neogen.store/product/ubiquiti-unifi-u7-pro/,Ubiquiti,https://ui.com,Ubiquiti UniFi U7 Pro,,,,,
NT-WAP-UBQ-001,Ubiquiti UniFi U6 Pro,Networking,999,publish,https://neogen.store/product/ubiquiti-unifi-u6-pro/,Ubiquiti,https://ui.com,Ubiquiti UniFi U6 Pro,,,,,
NT-NET-UBQ-001,Ubiquiti USW-Pro-24-PoE,Networking,3999,publish,https://neogen.store/product/ubiquiti-usw-pro-24-poe/,Ubiquiti,https://ui.com,Ubiquiti USW-Pro-24-PoE,,,,,
NT-NET-MKT-004,MikroTik CRS312-4C+8XG-RM,Networking,2799,publish,https://neogen.store/product/mikrotik-crs312-4c8xg-rm/,Mikrotik,https://mikrotik.com,MikroTik CRS312-4C+8XG-RM,,,,,
NT-NET-MKT-003,MikroTik CRS328-24P-4S+RM (PoE),Networking,2699,publish,https://neogen.store/product/mikrotik-crs328-24p-4srm-poe/,Mikrotik,https://mikrotik.com,MikroTik CRS328-24P-4S+RM,,,,,
NT-NET-MKT-002,MikroTik CRS326-24G-2S+RM,Networking,1199,publish,https://neogen.store/product/mikrotik-crs326-24g-2srm/,Mikrotik,https://mikrotik.com,MikroTik CRS326-24G-2S+RM,,,,,
NT-NET-MKT-001,MikroTik CRS305-1G-4S+IN,Networking,999,publish,https://neogen.store/product/mikrotik-crs305-1g-4sin/,Mikrotik,https://mikrotik.com,MikroTik CRS305-1G-4S+IN,,,,,
NG-NET-012,Ubiquiti UniFi Cloud Gateway Ultra - All-in-One UniFi Gateway,Networking,899,publish,https://neogen.store/product/ubiquiti-unifi-cloud-gateway-ultra-all-in-one-unifi-gateway/,Ubiquiti,https://ui.com,Ubiquiti UniFi Cloud Gateway,,,,,
NG-NET-011,TP-Link Archer AXE75 - AXE5400 Tri-Band WiFi 6E Router,Networking,1299,publish,https://neogen.store/product/tp-link-archer-axe75-axe5400-tri-band-wifi-6e-router/,TP-Link,https://tp-link.com,TP-Link Archer AXE75 -,,,,,
NG-NET-010,Ubiquiti UniFi USW-Flex-Mini - Ultra-Compact 5-Port Managed Switch,Networking,219,publish,https://neogen.store/product/ubiquiti-unifi-usw-flex-mini-ultra-compact-5-port-managed-switch/,Ubiquiti,https://ui.com,Ubiquiti UniFi USW-Flex-Mini -,,,,,
NG-NET-009,Netgear GS308E - 8-Port Gigabit Plus Smart Managed Switch,Networking,209,publish,https://neogen.store/product/netgear-gs308e-8-port-gigabit-plus-smart-managed-switch/,Netgear,https://netgear.com,Netgear GS308E - 8-Port,,,,,
NG-NET-008,MikroTik hEX S (RB760iGS) - 5-Port Gigabit Router with SFP and USB,Networking,649,publish,https://neogen.store/product/mikrotik-hex-s-rb760igs-5-port-gigabit-router-with-sfp-and-usb/,Mikrotik,https://mikrotik.com,MikroTik hEX S -,,,,,
NG-NET-007,Ubiquiti EdgeRouter X - Advanced Gigabit Router in a Pocket-Sized Form,Networking,549,publish,https://neogen.store/product/ubiquiti-edgerouter-x-advanced-gigabit-router-in-a-pocket-sized-form/,Ubiquiti,https://ui.com,Ubiquiti EdgeRouter X -,,,,,
NG-NET-006,TP-Link TL-SG108E - 8-Port Gigabit Easy Smart Managed Switch,Networking,229,publish,https://neogen.store/product/tp-link-tl-sg108e-8-port-gigabit-easy-smart-managed-switch/,TP-Link,https://tp-link.com,TP-Link TL-SG108E - 8-Port,,,,,
NG-NET-005,Ubiquiti UniFi 6 Lite - WiFi 6 Access Point (AX1500),Networking,849,publish,https://neogen.store/product/ubiquiti-unifi-6-lite-wifi-6-access-point-ax1500/,Ubiquiti,https://ui.com,Ubiquiti UniFi 6 Lite,,,,,
NG-NET-004,MikroTik CRS305-1G-4S+IN - 4-Port 10G SFP+ Desktop Switch,Networking,1149,publish,https://neogen.store/product/mikrotik-crs305-1g-4sin-4-port-10g-sfp-desktop-switch/,Mikrotik,https://mikrotik.com,MikroTik CRS305-1G-4S+IN - 4-Port,,,,,
NG-NET-003,Ubiquiti UniFi Switch Lite 16 PoE - 16-Port Managed Gigabit PoE+ Switch,Networking,1399,publish,https://neogen.store/product/ubiquiti-unifi-switch-lite-16-poe-16-port-managed-gigabit-poe-switch/,Ubiquiti,https://ui.com,Ubiquiti UniFi Switch Lite,,,,,
NG-NET-002,TP-Link Deco XE75 (3-Pack) - AXE5400 WiFi 6E Whole-Home Mesh System,Networking,2099,publish,https://neogen.store/product/tp-link-deco-xe75-3-pack-axe5400-wifi-6e-whole-home-mesh-system/,TP-Link,https://tp-link.com,TP-Link Deco XE75 -,,,,,
NG-NET-001,MikroTik hAP ax3 - WiFi 6 Router with RouterOS Power,Networking,799,publish,https://neogen.store/product/mikrotik-hap-ax3-wifi-6-router-with-routeros-power/,Mikrotik,https://mikrotik.com,MikroTik hAP ax3 -,,,,,
NG-SEC-007,Eufy Video Doorbell S330 - Dual Camera Smart Doorbell (2K + Package Cam),Security&Surveillance,1449,publish,https://neogen.store/product/eufy-video-doorbell-s330-dual-camera-smart-doorbell-2k-package-cam/,Eufy,,Eufy Video Doorbell S330,,,,,
NG-SEC-006,Ajax Hub 2 Plus - Professional Wireless Smart Alarm System,Security&Surveillance,2499,publish,https://neogen.store/product/ajax-hub-2-plus-professional-wireless-smart-alarm-system/,Ajax,,Ajax Hub 2 Plus,,,,,
NG-SEC-005,Reolink 16-Channel PoE NVR (RLN16-410) - 4K Network Video Recorder,Security&Surveillance,1599,publish,https://neogen.store/product/reolink-16-channel-poe-nvr-rln16-410-4k-network-video-recorder/,Reolink,,Reolink 16-Channel PoE NVR,,,,,
NG-SEC-004,Ubiquiti UniFi Protect G4 Doorbell Pro - 5MP Smart Doorbell with Fingerprint Reader,Security&Surveillance,2299,publish,https://neogen.store/product/ubiquiti-unifi-protect-g4-doorbell-pro-5mp-smart-doorbell-with-fingerprint-reader/,Ubiquiti,https://ui.com,Ubiquiti UniFi Protect G4,,,,,
NG-SEC-003,Hikvision DS-2CD2143G2-I - 4MP AcuSense Dome Camera,Security&Surveillance,749,publish,https://neogen.store/product/hikvision-ds-2cd2143g2-i-4mp-acusense-dome-camera/,Hikvision,https://hikvision.com,Hikvision DS-2CD2143G2-I - 4MP,,,,,
NG-SEC-002,Reolink Argus 4 Pro - Solar-Powered Wireless 4K Security Camera,Security&Surveillance,1199,publish,https://neogen.store/product/reolink-argus-4-pro-solar-powered-wireless-4k-security-camera/,Reolink,,Reolink Argus 4 Pro,,,,,
NG-SEC-001,Reolink RLC-810A - 4K PoE AI Security Camera,Security&Surveillance,549,publish,https://neogen.store/product/reolink-rlc-810a-4k-poe-ai-security-camera/,Reolink,,Reolink RLC-810A - 4K,,,,,
SH-SWB-SWBT-003,SwitchBot Blind Tilt,Smart Home&Iot,479,publish,https://neogen.store/product/switchbot-blind-tilt/,SwitchBot,,SwitchBot Blind Tilt,,,,,
SH-SWB-SWBT-002,SwitchBot Bot (Smart Button Pusher),Smart Home&Iot,239,publish,https://neogen.store/product/switchbot-bot-smart-button-pusher/,SwitchBot,,SwitchBot Bot,,,,,
SH-SWB-SWBT-001,SwitchBot Hub 2 (Matter Enabled),Smart Home&Iot,479,publish,https://neogen.store/product/switchbot-hub-2-matter-enabled/,SwitchBot,,SwitchBot Hub 2,,,,,
SH-HUB-HUBI-001,Hubitat Elevation C-8 Pro,Smart Home&Iot,1199,publish,https://neogen.store/product/hubitat-elevation-c-8-pro/,Hubitat,,Hubitat Elevation C-8 Pro,,,,,
SH-HUB-HASS-001,Home Assistant Green,Smart Home&Iot,699,publish,https://neogen.store/product/home-assistant-green/,Home,,Home Assistant Green,,,,,
SH-HUB-AQRA-001,Aqara Hub M3,Smart Home&Iot,899,publish,https://neogen.store/product/aqara-hub-m3/,Aqara,,Aqara Hub M3,,,,,
SH-BLD-IKEA-001,IKEA FYRTUR Blackout Smart Roller Blind,Smart Home&Iot,949,publish,https://neogen.store/product/ikea-fyrtur-blackout-smart-roller-blind/,IKEA,,IKEA FYRTUR Blackout Smart,,,,,
SH-BLD-SWBT-001,SwitchBot Curtain 3,Smart Home&Iot,649,publish,https://neogen.store/product/switchbot-curtain-3/,SwitchBot,,SwitchBot Curtain 3,,,,,
SH-VDB-EUFY-001,Eufy Video Doorbell E340 (Dual Camera),Smart Home&Iot,999,publish,https://neogen.store/product/eufy-video-doorbell-e340-dual-camera/,Eufy,,Eufy Video Doorbell E340,,,,,
SH-VDB-RING-001,Ring Battery Doorbell Plus,Smart Home&Iot,999,publish,https://neogen.store/product/ring-battery-doorbell-plus/,Ring,https://ring.com,Ring Battery Doorbell Plus,,,,,
SH-CAM-RELK-001,Reolink Argus 4 Pro (4K),Smart Home&Iot,899,publish,https://neogen.store/product/reolink-argus-4-pro-4k/,Reolink,,Reolink Argus 4 Pro,,,,,
SH-CAM-EUFY-001,Eufy eufyCam 3 (4K + HomeBase 3 Kit),Smart Home&Iot,1649,publish,https://neogen.store/product/eufy-eufycam-3-4k-homebase-3-kit/,Eufy,,Eufy eufyCam 3,,,,,
SH-CAM-ARLO-001,Arlo Pro 5 2K Spotlight Camera,Smart Home&Iot,1549,publish,https://neogen.store/product/arlo-pro-5-2k-spotlight-camera/,Arlo,,Arlo Pro 5 2K,,,,,
SH-CAM-RING-001,Ring Indoor Cam (2nd Gen),Smart Home&Iot,479,publish,https://neogen.store/product/ring-indoor-cam-2nd-gen/,Ring,https://ring.com,Ring Indoor Cam,,,,,
SH-PLG-MERS-001,Meross Smart Plug Mini MSS110 (HomeKit),Smart Home&Iot,159,publish,https://neogen.store/product/meross-smart-plug-mini-mss110-homekit/,Meross,,Meross Smart Plug Mini,,,,,
SH-PLG-TPLK-001,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",Smart Home&Iot,149,publish,https://neogen.store/product/tp-link-tapo-p125m-smart-plug-matter-2-pack/,TP-Link,https://tp-link.com,TP-Link Tapo P125M Smart,,,,,
SH-THR-ECOB-001,Ecobee Smart Thermostat Premium,Smart Home&Iot,1549,publish,https://neogen.store/product/ecobee-smart-thermostat-premium/,Ecobee,,Ecobee Smart Thermostat Premium,,,,,
SH-THR-NEST-001,Google Nest Learning Thermostat (4th Gen),Smart Home&Iot,1699,publish,https://neogen.store/product/google-nest-learning-thermostat-4th-gen/,Google,https://google.com,Google Nest Learning Thermostat,,,,,
SH-RVC-ECVX-001,Ecovacs Deebot X9 Pro Omni,Smart Home&Iot,5699,publish,https://neogen.store/product/ecovacs-deebot-x9-pro-omni/,Ecovacs,,Ecovacs Deebot X9 Pro,,,,,
SH-RVC-DREM-001,Dreame L50 Ultra,Smart Home&Iot,4599,publish,https://neogen.store/product/dreame-l50-ultra/,Dreame,,Dreame L50 Ultra,,,,,
SH-RVC-RBRC-001,Roborock Qrevo CurvX,Smart Home&Iot,4599,publish,https://neogen.store/product/roborock-qrevo-curvx/,Roborock,,Roborock Qrevo CurvX,,,,,
SH-LGT-GOVE-002,Govee Glide Hexagon Light Panels Ultra (10-pack),Smart Home&Iot,1299,publish,https://neogen.store/product/govee-glide-hexagon-light-panels-ultra-10-pack/,Govee,,Govee Glide Hexagon Light,,,,,
SH-LGT-GOVE-001,Govee RGBIC LED Strip M1 (5m),Smart Home&Iot,399,publish,https://neogen.store/product/govee-rgbic-led-strip-m1-5m/,Govee,,Govee RGBIC LED Strip,,,,,
SH-LGT-LIFX-001,LIFX Color A19 1100lm Bulb,Smart Home&Iot,279,publish,https://neogen.store/product/lifx-color-a19-1100lm-bulb/,LIFX,,LIFX Color A19 1100lm,,,,,
SH-LGT-PHUE-002,Philips Hue Gradient Lightstrip (2m),Smart Home&Iot,1149,publish,https://neogen.store/product/philips-hue-gradient-lightstrip-2m/,Philips,https://philips.com,Philips Hue Gradient Lightstrip,,,,,
SH-LGT-PHUE-001,Philips Hue Starter Kit (3x A19 + Bridge),Smart Home&Iot,899,publish,https://neogen.store/product/philips-hue-starter-kit-3x-a19-bridge/,Philips,https://philips.com,Philips Hue Starter Kit,,,,,
SH-LCK-AUGS-001,August Wi-Fi Smart Lock (4th Gen),Smart Home&Iot,1299,publish,https://neogen.store/product/august-wi-fi-smart-lock-4th-gen/,August,,August Wi-Fi Smart Lock,,,,,
SH-LCK-AQRA-001,Aqara Smart Lock U200,Smart Home&Iot,1249,publish,https://neogen.store/product/aqara-smart-lock-u200/,Aqara,,Aqara Smart Lock U200,,,,,
SH-LCK-YALE-001,Yale Assure Lock 2 Wi-Fi,Smart Home&Iot,1549,publish,https://neogen.store/product/yale-assure-lock-2-wi-fi/,Yale,https://yale.com,Yale Assure Lock 2,,,,,
SH-DSP-GGLE-001,Google Nest Hub (2nd Gen),Smart Home&Iot,699,publish,https://neogen.store/product/google-nest-hub-2nd-gen/,Google,https://google.com,Google Nest Hub,,,,,
SH-DSP-AMZN-001,Amazon Echo Show 8 (3rd Gen),Smart Home&Iot,999,publish,https://neogen.store/product/amazon-echo-show-8-3rd-gen/,Amazon,,Amazon Echo Show 8,,,,,
SH-SPK-AMZN-002,Amazon Echo Dot (5th Gen),Smart Home&Iot,399,publish,https://neogen.store/product/amazon-echo-dot-5th-gen/,Amazon,,Amazon Echo Dot,,,,,
SH-SPK-GGLE-001,Google Nest Audio,Smart Home&Iot,699,publish,https://neogen.store/product/google-nest-audio/,Google,https://google.com,Google Nest Audio,,,,,
SH-SPK-APPL-001,Apple HomePod Mini,Smart Home&Iot,699,publish,https://neogen.store/product/apple-homepod-mini/,Apple,https://apple.com,Apple HomePod Mini,,,,,
SH-SPK-AMZN-001,Amazon Echo (4th Gen),Smart Home&Iot,699,publish,https://neogen.store/product/amazon-echo-4th-gen/,Amazon,,Amazon Echo,,,,,
NG-SH-015,Sonoff SNZB-02D Zigbee Temperature &amp; Humidity Sensor with LCD Display,Smart Home&Iot,159,publish,https://neogen.store/product/sonoff-snzb-02d-zigbee-temperature-humidity-sensor-with-lcd-display/,Sonoff,,Sonoff SNZB-02D Zigbee Temperature,,,,,
NG-SH-014,MOES Zigbee Smart Thermostat (BHT-002-GCLZB) - Programmable HVAC Control,Smart Home&Iot,379,publish,https://neogen.store/product/moes-zigbee-smart-thermostat-bht-002-gclzb-programmable-hvac-control/,MOES,,MOES Zigbee Smart Thermostat,,,,,
NG-SH-013,Zemismart Zigbee Smart Tubular Motor (ZM25TQ) - Heavy-Duty Roller Blind Motor,Smart Home&Iot,699,publish,https://neogen.store/product/zemismart-zigbee-smart-tubular-motor-zm25tq-heavy-duty-roller-blind-motor/,Zemismart,,Zemismart Zigbee Smart Tubular,,,,,
NG-SH-012,Aqara Roller Shade Driver E1 (RSD-M01) - Smart Roller Blind Motor with HomeKit,Smart Home&Iot,599,publish,https://neogen.store/product/aqara-roller-shade-driver-e1-rsd-m01-smart-roller-blind-motor-with-homekit/,Aqara,,Aqara Roller Shade Driver,,,,,
NG-SH-011,SwitchBot Bot (S1) - Robotic Finger That Makes Any Button Smart,Smart Home&Iot,279,publish,https://neogen.store/product/switchbot-bot-s1-robotic-finger-that-makes-any-button-smart/,SwitchBot,,SwitchBot Bot - Robotic,,,,,
NG-SH-010,Eve Energy Smart Plug (Matter/Thread) - Next-Gen Smart Plug with Power Monitoring,Smart Home&Iot,399,publish,https://neogen.store/product/eve-energy-smart-plug-matter-thread-next-gen-smart-plug-with-power-monitoring/,Ring,https://ring.com,Eve Energy Smart Plug,,,,,
NG-SH-009,Aqara Motion Sensor P1 (MS-S02) - Wide-Angle 170° Smart PIR Sensor,Smart Home&Iot,279,publish,https://neogen.store/product/aqara-motion-sensor-p1-ms-s02-wide-angle-170-smart-pir-sensor/,Aqara,,Aqara Motion Sensor P1,,,,,
NG-SH-008,Shelly Plus 1PM - Smart Wi-Fi Relay with Power Monitoring,Smart Home&Iot,189,publish,https://neogen.store/product/shelly-plus-1pm-smart-wi-fi-relay-with-power-monitoring/,Shelly,https://shelly.cloud,Shelly Plus 1PM -,,,,,
NG-SH-007,SwitchBot Curtain 3 (W2400000) - Turn Any Curtain Smart in Minutes,Smart Home&Iot,549,publish,https://neogen.store/product/switchbot-curtain-3-w2400000-turn-any-curtain-smart-in-minutes/,SwitchBot,,SwitchBot Curtain 3 -,,,,,
NG-SH-006,Aqara Hub M2 (HM2-G01) - Multi-Protocol Smart Home Gateway,Smart Home&Iot,499,publish,https://neogen.store/product/aqara-hub-m2-hm2-g01-multi-protocol-smart-home-gateway/,Aqara,,Aqara Hub M2 -,,,,,
NG-SH-005,Sonoff TX Ultimate (T5) Smart Wall Switch - Interactive Elegance with RGB,Smart Home&Iot,269,publish,https://neogen.store/product/sonoff-tx-ultimate-t5-smart-wall-switch-interactive-elegance-with-rgb/,Sonoff,,Sonoff TX Ultimate Smart,,,,,
NG-SH-004,Aqara Water Leak Sensor - Safeguard Your Home from Water Damage,Smart Home&Iot,219,publish,https://neogen.store/product/aqara-water-leak-sensor-safeguard-your-home-from-water-damage/,Aqara,,Aqara Water Leak Sensor,,,,,
NG-SH-003,Broadlink RM4 Pro - Universal Smart Remote for IR &amp; RF Devices,Smart Home&Iot,359,publish,https://neogen.store/product/broadlink-rm4-pro-universal-smart-remote-for-ir-rf-devices/,Broadlink,,Broadlink RM4 Pro -,,,,,
NG-SH-002,UniFi Protect G4 Pro Camera - 4K Ultra HD Surveillance Excellence,Smart Home&Iot,2899,publish,https://neogen.store/product/unifi-protect-g4-pro-camera-4k-ultra-hd-surveillance-excellence/,UniFi,,UniFi Protect G4 Pro,,,,,
NG-SH-001,Aqara Smart Door Lock A100 - Elite Security with Apple HomeKey Support,Smart Home&Iot,1649,publish,https://neogen.store/product/aqara-smart-door-lock-a100-elite-security-with-apple-homekey-support/,Apple,https://apple.com,Aqara Smart Door Lock,,,,,
