ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Blocksy Custom Data,Blocksy Variation Images,Meta: _ng_original_post_title,Meta: _ng_ar_title,Meta: _ng_ar_description_pre_n8n,Meta: _ng_ar_description,Meta: _ng_ar_description_source,Meta: _ng_ar_description_at,Meta: _ng_ar_title_source,Meta: _ng_amazon_sa_ref_price,Meta: _ng_amazon_sa_ref_url,Meta: _ng_amazon_sa_ref_at,Meta: _ng_amazon_sa_ref_confidence,Meta: _ng_pre_reprice_regular_price,Meta: _ng_pre_reprice_sale_price,Meta: _ng_pre_reprice_at,Meta: _last_change_time,Meta: _ng_ar_title_pre_n8n,Meta: _ng_ar_title_at,Meta: _ng_gift_card_region,Meta: _ng_gift_card_brand,Meta: _ng_gift_card_denom,Meta: _ng_gift_card_seed_version,Meta: _ng_pricing_status,Meta: _ng_seed_origin,Dimension Confidence,Dimension Notes,Amazon SA Reference Price (SAR),Amazon Reference Date,Price vs Amazon (SAR),Price vs Amazon (%),Pricing Status
501,"simple, virtual",GC-XBX-KSA-100,,Xbox Live $100 (KSA),1,0,visible,بطاقة إكس بوكس لايف — KSA × $100. تسليم فوري.,<p>بطاقة <strong>إكس بوكس لايف</strong> بقيمة 100 دولار لمنطقة <strong>KSA</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,401,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > إكس بوكس, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب",,digital-no-shipping,https://neogen.store/wp-content/uploads/xbox-gp.png,,,,,,,,,0,,,,Xbox Live $100 (KSA) | إكس بوكس لايف 100 دولار (KSA),إكس بوكس لايف 100 دولار (KSA),,"<p>بطاقة إكس بوكس لايف بقيمة 100 دولار لمنطقة المملكة العربية السعودية، تُوفر تجربة ترفيهية مميزة عبر منصات Xbox مع تسليم فوري عبر البريد الإلكتروني بعد إتمام الدفع.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>توصيل فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع.</li>
<li>تفعيل مباشر عبر التطبيق أو المتجر الرسمي للبطاقة.</li>
<li>لا يتطلب توصيلًا بالشحن، مما يوفر الوقت والجهد.</li>
<li>مُصمم لضمان تجربة ترفيهية مُستمرة عبر منصات Xbox.</li>
<li>يُعتبر خيارًا عمليًا لشراء محتوى إلكتروني بسرعة.</li>
<li>يُدعم استخدامه في جميع منصات Xbox في منطقة KSA.</li>
</ul>
<strong>المواصفات التقنية:</strong>
<table border=""1"">
<tr><th>القيمة</th><td>100 دولار</td></tr>
<tr><th>التسليم</th><td>فوري عبر البريد الإلكتروني</td></tr>
<tr><th>التفعيل</th><td>",ollama-qwen3:8b-bulk-full,2026-04-30T14:47:41+03:00,,,,,,,,,,,,ksa,xbox,100,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
502,"simple, virtual",GC-XBX-UK-10,,Xbox Live $10 (UK),1,0,visible,بطاقة إكس بوكس لايف — UK × $10. تسليم فوري.,<p>بطاقة <strong>إكس بوكس لايف</strong> بقيمة 10 دولار لمنطقة <strong>UK</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,40,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > إكس بوكس, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب",,digital-no-shipping,https://neogen.store/wp-content/uploads/xbox-gp.png,,,,,,,,,0,,,,Xbox Live $10 (UK) | إكس بوكس لايف 10 دولار (UK),إكس بوكس لايف 10 دولار (UK),,"<p>بطاقة إكس بوكس لايف بقيمة 10 دولار لمنطقة UK، تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
<li>توصيل فوري عبر البريد الإلكتروني دون تأخير.</li>  
<li>تفعيل سهل عبر التطبيق أو المتجر الرسمي للبطاقة.</li>  
<li>قيمة مالية مباشرة تُستخدم لشراء ألعاب أو خدمات إكس بوكس.</li>  
<li>خالية من التكاليف الإضافية أو الشحنات المادية.</li>  
<li>مُصمم لمستخدمي منطقة UK فقط.</li>  
<li>مثالي للاعبين الذين يبحثون عن تجربة سريعة وفعّالة.</li>  
</ul>  
<strong>المواصفات التقنية:</strong>  
<table border=""1"" cellpadding=""5"" cellspacing=""0"">  
<tr><th>المواصفات</th><th>التفاصيل</th></tr>  
<tr><td>القيمة</td><td>$10</td></tr>  
<tr><td>المنطقة</td><td>UK</td></tr>  
<tr><td>طريقة التسليم</td><td>عن طريق البريد الإلكتروني</td></tr>  
<tr><td>طريقة التفعيل</td><td>عبر التطبيق/المتجر الرسمي للبطاقة</",ollama-qwen3:8b-bulk-full,2026-04-30T14:47:05+03:00,,,,,,,,,,,,uk,xbox,10,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
503,"simple, virtual",GC-XBX-UK-25,,Xbox Live $25 (UK),1,0,visible,بطاقة إكس بوكس لايف — UK × $25. تسليم فوري.,<p>بطاقة <strong>إكس بوكس لايف</strong> بقيمة 25 دولار لمنطقة <strong>UK</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,100,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > إكس بوكس, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب",,digital-no-shipping,https://neogen.store/wp-content/uploads/xbox-gp.png,,,,,,,,,0,,,,Xbox Live $25 (UK) | إكس بوكس لايف 25 دولار (UK),إكس بوكس لايف 25 دولار (UK),,"<p>بطاقة إكس بوكس لايف بقيمة 25 دولار لمنطقة UK، تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>توصيل فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع.</li>
<li>لا توجد تأخيرات في الشحن أو إجراءات معقدة.</li>
<li>تُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</li>
<li>لا توجد رسوم إضافية أو تكاليف خفية.</li>
<li>متوافقة مع جميع خدمات إكس بوكس في منطقة UK.</li>
<li>تُعتبر خيارًا مثاليًا للاعبين الجدد أو المبتدئين.</li>
</ul>
<strong>المواصفات التقنية:</strong>
<table border=""1"" cellpadding=""5"" cellspacing=""0"">
<tr><th>المواصفات</th><th>التفاصيل</th></tr>
<tr><td>قيمة البطاقة</td><td>$25</td></tr>
<tr><td>طريقة التسليم</td><td>البريد الإلكتروني</td></tr>
<tr><td>طريقة الفعّال</td><td>التطبيق أو المتجر الرسمي</td></tr>
<tr><td>التوافق</td><td>منطقة UK</td></tr>
</table>",ollama-qwen3:8b-bulk-full,2026-04-30T14:46:30+03:00,,,,,,,,,,,,uk,xbox,25,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
504,"simple, virtual",GC-XBX-UK-50,,Xbox Live $50 (UK),1,0,visible,بطاقة إكس بوكس لايف — UK × $50. تسليم فوري.,<p>بطاقة <strong>إكس بوكس لايف</strong> بقيمة 50 دولار لمنطقة <strong>UK</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,201,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > إكس بوكس, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب",,digital-no-shipping,https://neogen.store/wp-content/uploads/xbox-gp.png,,,,,,,,,0,,,,Xbox Live $50 (UK) | إكس بوكس لايف 50 دولار (UK),إكس بوكس لايف 50 دولار (UK),,"<p>بطاقة إكس بوكس لايف بقيمة 50 دولار لمنطقة UK. يتم تسليمها فورًا عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>التسليم الفوري عبر البريد الإلكتروني بعد الدفع.</li>
<li>تفعيل الرمز عبر التطبيق أو المتجر الرسمي.</li>
<li>لا توجد تأخيرات في الشحن.</li>
<li>دفع آمن وموثوق.</li>
<li>لا توجد رسوم إضافية",ollama-qwen3:8b-bulk-full,2026-04-30T14:52:50+03:00,,,,,,,,,,,,uk,xbox,50,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
505,"simple, virtual",GC-XBX-UK-100,,Xbox Live $100 (UK),1,0,visible,بطاقة إكس بوكس لايف — UK × $100. تسليم فوري.,<p>بطاقة <strong>إكس بوكس لايف</strong> بقيمة 100 دولار لمنطقة <strong>UK</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,401,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > إكس بوكس, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب",,digital-no-shipping,https://neogen.store/wp-content/uploads/xbox-gp.png,,,,,,,,,0,,,,Xbox Live $100 (UK) | إكس بوكس لايف 100 دولار (UK),إكس بوكس لايف 100 دولار (UK),,"<p>بطاقة إكس بوكس لايف بقيمة 100 دولار لمنطقة UK. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مع إمكانية تفعيل الرمز عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>قيمة 100 دولار لاستخدامات متنوعة في ألعاب Xbox.</li>
<li>تسليم فوري عبر البريد الإلكتروني خلال دقائق.</li>
<li>تفعيل سهل عبر التطبيق أو المتجر الرسمي.</li>
<li>متوافق مع جميع أجهزة Xbox في منطقة UK.</li>
<li>خدمة موثوقة مع ضمان استلام الرمز.</li>
<li>خ",ollama-qwen3:8b-bulk-full,2026-04-30T14:45:22+03:00,,,,,,,,,,,,uk,xbox,100,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
506,"simple, virtual",GC-STM-GLOBAL-5,,Steam Wallet $5 (Global),1,0,visible,بطاقة محفظة ستيم — Global × $5. تسليم فوري.,<p>بطاقة <strong>محفظة ستيم</strong> بقيمة 5 دولار لمنطقة <strong>Global</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,20,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > ستيم",,digital-no-shipping,https://neogen.store/wp-content/uploads/steam50.png,,,,,,,,,0,,,,Steam Wallet $5 (Global) | محفظة ستيم 5 دولار (Global),محفظة ستيم 5 دولار (Global),,"<p>بطاقة محفظة ستيم بقيمة 5 دولارات لمنطقة Global، تُقدّم تجربة تسوق سلسة عبر تطبيق أو متجر رسمي. تُسهم في توسيع مكتبة الألعاب وتحقيق أهدافك الترفيهية بسهولة.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
<li>توصيل فوري عبر البريد الإلكتروني بعد إتمام الدفع.</li>  
<li>متوفر لمنطقة Global مع دعم تجربة تسوق عالمية.</li>  
<li>تفعيل مباشر عبر التطبيق أو المتجر الرسمي دون تأخير.</li>  
<li>لا توجد تكاليف إضافية أو رسوم توصيل.</li>  
<li>توفير مرونة في استخدام المحفظة عبر منصات متعددة.</li>  
<li>ضمان أمان المعاملات عبر نظام تشفير موثوق.</li>  
</ul>  
<strong>المواصفات التقنية:</strong>  
<table border=""1"" cellpadding=""5"" cellspacing=""0"">  
<tr><th>الاسم</th><th>القيمة</th><th>المنطقة</th><th>طريقة التوصيل</th><th>طريقة التفعيل</th></tr>  
<tr><td>Steam Wallet</td><td>$5</td><td>Global</td><td>بريد إلكتروني فوري</td><td>تطبيق/متجر رسمي</td></tr>  
</table>",ollama-qwen3:8b-bulk-full,2026-04-30T14:44:46+03:00,,,,,,,,,,,,global,steam,5,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
507,"simple, virtual",GC-STM-GLOBAL-10,,Steam Wallet $10 (Global),1,0,visible,بطاقة محفظة ستيم — Global × $10. تسليم فوري.,<p>بطاقة <strong>محفظة ستيم</strong> بقيمة 10 دولار لمنطقة <strong>Global</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,40,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > ستيم",,digital-no-shipping,https://neogen.store/wp-content/uploads/steam50.png,,,,,,,,,0,,,,Steam Wallet $10 (Global) | محفظة ستيم 10 دولار (Global),محفظة ستيم 10 دولار (Global),,"<p>بطاقة محفظة ستيم بقيمة 10 دولار لمنطقة Global. تصل إلى بريدك الإلكتروني فورًا بعد إتمام الدفع، وتُفعّل عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>توصيل فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع.</li>
<li>تفعيل مباشر عبر التطبيق أو المتجر الرسمي للبطاقة.</li>
<li>متوفر في منطقة Global مع ضمان أمان المعاملات.</li>
<li>لا حاجة لانتظار شحن أو توصيل فعلي.</li>
<li>مثالي لشراء ألعاب أو خدمات عبر منصة ستيم.</li>
<li>يُعتبر خيارًا مثاليًا للعبّارة بين منصات الألعاب العالمية.</li>
</ul>
<strong>المواصفات التقنية:</strong>
<table border=""1"">
<tr><th>المواصفة</th><th>القيمة</th></tr>
<tr><td>قيمة البطاقة</td><td>$10</td></tr>
<tr><td>المنطقة</td><td>Global</td></tr>
<tr><td>طريقة التوصيل</td><td>البريد الإلكتروني</td></tr>
<tr><<td>طريقة التفعيل</td><td>التطبيق/المتجر الرسمي للبطاقة</td></tr>
</table>",ollama-qwen3:8b-bulk-full,2026-04-30T14:44:11+03:00,,,,,,,,,,,,global,steam,10,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
508,"simple, virtual",GC-STM-GLOBAL-20,,Steam Wallet $20 (Global),1,0,visible,بطاقة محفظة ستيم — Global × $20. تسليم فوري.,<p>بطاقة <strong>محفظة ستيم</strong> بقيمة 20 دولار لمنطقة <strong>Global</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,80,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > ستيم",,digital-no-shipping,https://neogen.store/wp-content/uploads/steam50.png,,,,,,,,,0,,,,Steam Wallet $20 (Global) | محفظة ستيم 20 دولار (Global),محفظة ستيم 20 دولار (Global),,"<p>بطاقة محفظة ستيم بقيمة 20 دولار لمنطقة Global. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة من خلال التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>توصيل فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع.</li>
<li>كود التفعيل مباشر عبر التطبيق أو المتجر الرسمي للبطاقة.</li>
<li>لا توجد تأخيرات في التوصيل أو الشحن.</li>
<li>متوفر في منطقة Global بقيمة 20 دولار.</li>
<li>سهل الاستخدام وآمن في التفعيل.</li>
<li>خيار مثالي لشراء ألعاب أو خدمات عبر منصة ستيم.</li>
</ul>
<strong>المواصفات التقنية:</strong>
<table>
<tr><th>القيمة</th><td>20 دولار</td></tr>
<tr><th>المنطقة</th><td>Global</td></tr>
<tr><th>طريقة التوصيل</th><td>البريد الإلكتروني</td></tr>
<tr><th>طريقة التفعيل</th><td>التطبيق أو المتجر الرسمي</td></tr>
<tr><th>التوافر</th><td>منطقة Global</td></tr>
</table>",ollama-qwen3:8b-bulk-full,2026-04-30T14:43:36+03:00,,,,,,,,,,,,global,steam,20,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
509,"simple, virtual",GC-STM-GLOBAL-50,,Steam Wallet $50 (Global),1,0,visible,بطاقة محفظة ستيم — Global × $50. تسليم فوري.,<p>بطاقة <strong>محفظة ستيم</strong> بقيمة 50 دولار لمنطقة <strong>Global</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,225,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > ستيم",,digital-no-shipping,https://neogen.store/wp-content/uploads/steam50.png,,,,,,,,,0,,,,Steam Wallet $50 (Global) | محفظة ستيم 50 دولار (Global),محفظة ستيم 50 دولار (Global),,"<p>بطاقة محفظة ستيم بقيمة 50 دولار لمنطقة Global. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيل الرمز مباشرة من خلال التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
<li>توصيل فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع.</li>  
<li>قيمة 50 دولار أمريكي لاستخدامها في منصة ستيم العالمية.</li>  
<li>تفعيل سهل عبر التطبيق أو المتجر الرسمي للبطاقة.</li>  
<li>الاستخدام الآمن والمستدام لجميع ألعاب ستيم.</li>  
<li>خيار دفع موثوق يدعم جميع مناطق العالم.</li>  
<li>الوصول إلى مكتبة ألعاب ضخمة بسهولة.</li>  
</ul>  
<strong>المواصفات التقنية:</strong>  
<table>  
<tr>  
<th>المواصفة</th>  
<th>القيمة</th>  
</tr>  
<tr>  
<td>قيمة البطاقة</td>  
<td>$50</td>  
</tr>  
<tr>  
<td>طريقة التوصيل</td>  
<td>بريد إلكتروني فوري</td>  
</tr>  
<tr>  
<td>طريقة التفعيل</td>  
<td>تطبيق/متجر ستيم الرسمي</td>  
</tr>  
<tr>  
<td>المنطقة المدعومة</td>  
<td>Global</td>  
</tr>  
</table>",ollama-qwen3:8b-bulk-full,2026-04-30T14:39:24+03:00,,177,https://www.amazon.sa/-/en/GADGET-UPGRADE-gift-card-steam/dp/B00QZLVCU0,2026-04-29T12:00:00+03:00,,201,0,1777458616,,,,global,steam,50,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
510,"simple, virtual",GC-STM-GLOBAL-100,,Steam Wallet $100 (Global),1,0,visible,بطاقة محفظة ستيم — Global × $100. تسليم فوري.,<p>بطاقة <strong>محفظة ستيم</strong> بقيمة 100 دولار لمنطقة <strong>Global</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,401,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > ستيم",,digital-no-shipping,https://neogen.store/wp-content/uploads/steam50.png,,,,,,,,,0,,,,Steam Wallet $100 (Global) | محفظة ستيم 100 دولار (Global),محفظة ستيم 100 دولار (Global),,"<p>بطاقة محفظة ستيم بقيمة 100 دولار لمنطقة Global. تصل إلى بريدك الإلكتروني فورًا بعد الدفع، ويمكن تفعيلها مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li",ollama-qwen3:8b-bulk-full,2026-04-30T14:38:48+03:00,,,,,,,,,,,,global,steam,100,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
512,"simple, virtual",GC-RZR-GLOBAL-10,,Razer Gold $10 (Global),1,0,visible,بطاقة رازر قولد — Global × $10. تسليم فوري.,<p>بطاقة <strong>رازر قولد</strong> بقيمة 10 دولار لمنطقة <strong>Global</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,50,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > رازر قولد",,digital-no-shipping,https://neogen.store/wp-content/uploads/gc-placeholder-razer-gold.svg,,,,,,,,,0,,,,Razer Gold $10 (Global) | رازر قولد 10 دولار (Global),رازر قولد 10 دولار (Global),,"<p>بطاقة رازر قولد بقيمة 10 دولار لمنطقة Global. تصل إلى بريدك الإلكتروني فورًا بعد إتمام الدفع، ويمكن تفعيلها عبر التطبيق الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
  <li>توصيل فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع.</li>  
  <li>الرمز مُفعّل مباشرة عبر التطبيق الرسمي أو المتجر الإلكتروني للبطاقة.</li>  
  <li>لا حاجة لشحن أو توصيل بريد فعلي، مما يوفر الوقت والجهد.</li>  
  <li>مُصمم لمنطقة Global، مما يضمن توافقه مع جميع منصات الاستخدام.</li>  
  <li>يُعتبر خيارًا آمنًا وسريعًا لتحويل القيمة إلى موارد رقمية.</li>  
</ul>  
<strong>المواصفات التقنية:</strong>  
<table border=""1"" cellpadding=""5"" cellspacing=""0"">  
  <tr>  
    <th>الاسم</th>  
    <th>ال",ollama-qwen3:8b-bulk-full,2026-04-30T14:43:02+03:00,,37,https://www.amazon.sa/-/en/Razer-Gold-Global-Digital-Code/dp/B0CPSDK6ZV/ref=sr_1_1,2026-04-29T14:15:00+03:00,high,40,0,1777461187,1777461187,,,global,razer-gold,10,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
513,"simple, virtual",GC-RZR-GLOBAL-25,,Razer Gold $25 (Global),1,0,visible,بطاقة رازر قولد — Global × $25. تسليم فوري.,<p>بطاقة <strong>رازر قولد</strong> بقيمة 25 دولار لمنطقة <strong>Global</strong>.</p><p>التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>,,,taxable,,1,,,0,0,,,,,1,,0,100,"Gift Cards & Software Keys | بطاقات رقمية ومفاتيح, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب, Gift Cards & Software Keys | بطاقات رقمية ومفاتيح > بطاقات الألعاب > رازر قولد",,digital-no-shipping,https://neogen.store/wp-content/uploads/gc-placeholder-razer-gold.svg,,,,,,,,,0,,,,Razer Gold $25 (Global) | رازر قولد 25 دولار (Global),رازر قولد 25 دولار (Global),,"<p>بطاقة رازر قولد بقيمة 25 دولار لمنطقة Global. تصل عبر البريد الإلكتروني فورًا بعد إتمام الدفع، وتُفعّل عبر التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
<li>توصيل فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع.</li>  
<li>كود البطاقة يُفعّل مباشرة عبر التطبيق أو المتجر الرسمي لرازر.</li>  
<li>قيمة 25 دولار تُستخدم لشراء منتجات رازر في منطقة Global.</li>  
<li>البطاقة مُصممة لتسهيل الشراء بسرعة وسهولة.</li>  
<li>تُعتبر خيارًا مثاليًا ل",ollama-qwen3:8b-bulk-full,2026-04-30T14:37:38+03:00,,,,,,,,,,,,global,razer-gold,25,1.33.0,,,n/a,Gift card / software key — delivered electronically,,,,,
