"ID","SKU","Name (AR/EN)","Categories","Stock Status","Regular Price (SAR)","Sale Price (SAR)","Current Price (SAR)","Images","Permalink"
"3148","SH-LGT-LIFX-001","LIFX Color A19 1100lm Bulb","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","329","279","279","https://neogen.store/wp-content/uploads/SH-LGT-LIFX-001-1.jpg?wsr","https://neogen.store/product/lifx-color-a19-1100lm-bulb/"
"3147","SH-LGT-PHUE-002","Philips Hue Gradient Lightstrip (2m)","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","1149","","1149","https://neogen.store/wp-content/uploads/SH-LGT-PHUE-002-1.jpg?wsr","https://neogen.store/product/philips-hue-gradient-lightstrip-2m/"
"3146","SH-LGT-PHUE-001","Philips Hue Starter Kit (3x A19 + Bridge)","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","899","","899","https://neogen.store/wp-content/uploads/SH-LGT-PHUE-001-1.jpg?wsr","https://neogen.store/product/philips-hue-starter-kit-3x-a19-bridge/"
"3145","SH-LCK-AUGS-001","August Wi-Fi Smart Lock (4th Gen)","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","1499","1299","1299","https://neogen.store/wp-content/uploads/SH-LCK-AUGS-001-1.jpg?wsr","https://neogen.store/product/august-wi-fi-smart-lock-4th-gen/"
"3144","SH-LCK-AQRA-001","Aqara Smart Lock U200","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","1439","1249","1249","https://neogen.store/wp-content/uploads/SH-LCK-AQRA-001-1.jpg?wsr","https://neogen.store/product/aqara-smart-lock-u200/"
"3143","SH-LCK-YALE-001","Yale Assure Lock 2 Wi-Fi","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","1549","","1549","https://neogen.store/wp-content/uploads/SH-LCK-YALE-001-1.jpg?wsr","https://neogen.store/product/yale-assure-lock-2-wi-fi/"
"3142","SH-DSP-GGLE-001","Google Nest Hub (2nd Gen)","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","699","","699","https://neogen.store/wp-content/uploads/SH-DSP-GGLE-001-1.jpg?wsr","https://neogen.store/product/google-nest-hub-2nd-gen/"
"3141","SH-DSP-AMZN-001","Amazon Echo Show 8 (3rd Gen)","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","999","","999","https://neogen.store/wp-content/uploads/SH-DSP-AMZN-001-1.jpg?wsr","https://neogen.store/product/amazon-echo-show-8-3rd-gen/"
"3140","SH-SPK-AMZN-002","Amazon Echo Dot (5th Gen)","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","459","399","399","https://neogen.store/wp-content/uploads/SH-SPK-AMZN-002-1.jpg?wsr","https://neogen.store/product/amazon-echo-dot-5th-gen/"
"3139","SH-SPK-GGLE-001","Google Nest Audio","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","809","699","699","https://neogen.store/wp-content/uploads/SH-SPK-GGLE-001-1.jpg?wsr","https://neogen.store/product/google-nest-audio/"
"3138","SH-SPK-APPL-001","Apple HomePod Mini","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","699","","699","https://neogen.store/wp-content/uploads/SH-SPK-APPL-001-1.jpg?wsr","https://neogen.store/product/apple-homepod-mini/"
"3137","SH-SPK-AMZN-001","Amazon Echo (4th Gen)","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","699","","699","https://neogen.store/wp-content/uploads/SH-SPK-AMZN-001-1.jpg?wsr","https://neogen.store/product/amazon-echo-4th-gen/"
"3136","NG-SEC-007","Eufy Video Doorbell S330 - Dual Camera Smart Doorbell (2K + Package Cam)","Security &amp; Surveillance | أمن ومراقبة","instock","1449","","1449","https://neogen.store/wp-content/uploads/NG-SEC-007.jpg?wsr","https://neogen.store/product/eufy-video-doorbell-s330-dual-camera-smart-doorbell-2k-package-cam/"
"3135","NG-SEC-006","Ajax Hub 2 Plus - Professional Wireless Smart Alarm System","Security &amp; Surveillance | أمن ومراقبة","instock","2499","","2499","https://neogen.store/wp-content/uploads/NG-SEC-006.jpg?wsr","https://neogen.store/product/ajax-hub-2-plus-professional-wireless-smart-alarm-system/"
"3134","NG-SEC-005","Reolink 16-Channel PoE NVR (RLN16-410) - 4K Network Video Recorder","Security &amp; Surveillance | أمن ومراقبة","instock","1599","","1599","https://neogen.store/wp-content/uploads/NG-SEC-005.jpg?wsr","https://neogen.store/product/reolink-16-channel-poe-nvr-rln16-410-4k-network-video-recorder/"
"3133","NG-SEC-004","Ubiquiti UniFi Protect G4 Doorbell Pro - 5MP Smart Doorbell with Fingerprint Reader","Security &amp; Surveillance | أمن ومراقبة","instock","2299","","2299","https://neogen.store/wp-content/uploads/NG-SEC-004.jpg?wsr","https://neogen.store/product/ubiquiti-unifi-protect-g4-doorbell-pro-5mp-smart-doorbell-with-fingerprint-reader/"
"3132","NG-SEC-003","Hikvision DS-2CD2143G2-I - 4MP AcuSense Dome Camera","Security &amp; Surveillance | أمن ومراقبة","instock","749","","749","https://neogen.store/wp-content/uploads/NG-SEC-003.jpg?wsr","https://neogen.store/product/hikvision-ds-2cd2143g2-i-4mp-acusense-dome-camera/"
"3131","NG-SEC-002","Reolink Argus 4 Pro - Solar-Powered Wireless 4K Security Camera","Security &amp; Surveillance | أمن ومراقبة","instock","1199","","1199","https://neogen.store/wp-content/uploads/NG-SEC-002.jpg?wsr","https://neogen.store/product/reolink-argus-4-pro-solar-powered-wireless-4k-security-camera/"
"3130","NG-SEC-001","Reolink RLC-810A - 4K PoE AI Security Camera","Security &amp; Surveillance | أمن ومراقبة","instock","549","","549","https://neogen.store/wp-content/uploads/NG-SEC-001.jpg?wsr","https://neogen.store/product/reolink-rlc-810a-4k-poe-ai-security-camera/"
"3129","NG-DRN-008","DJI Pocket 3 - Pocket-Sized Gimbal Camera with 1-Inch Sensor","Drones &amp; Robotics | درونز وروبوتات","instock","3449","2999","2999","https://neogen.store/wp-content/uploads/NG-DRN-008.jpg?wsr","https://neogen.store/product/dji-pocket-3-pocket-sized-gimbal-camera-with-1-inch-sensor/"
"3128","NG-DRN-007","Roborock S8 MaxV Ultra - Smart Robot Vacuum with 10,000Pa Suction","Drones &amp; Robotics | درونز وروبوتات","instock","8859","7699","7699","https://neogen.store/wp-content/uploads/NG-DRN-007.jpg?wsr","https://neogen.store/product/roborock-s8-maxv-ultra-smart-robot-vacuum-with-10000pa-suction/"
"3127","NG-DRN-006","FIMI X8 Mini V2 - 4K Drone at 245g with Competitive Pricing","Drones &amp; Robotics | درونز وروبوتات","instock","2399","","2399","https://neogen.store/wp-content/uploads/NG-DRN-006.jpg?wsr","https://neogen.store/product/fimi-x8-mini-v2-4k-drone-at-245g-with-competitive-pricing/"
"3126","NG-DRN-005","Insta360 X4 - 8K 360-Degree Camera","Drones &amp; Robotics | درونز وروبوتات","instock","3499","","3499","https://neogen.store/wp-content/uploads/NG-DRN-005.jpg?wsr","https://neogen.store/product/insta360-x4-8k-360-degree-camera/"
"3125","NG-DRN-004","DJI RS 4 - 3-Axis Gimbal Stabilizer for Professional Cameras","Drones &amp; Robotics | درونز وروبوتات","instock","3099","","3099","https://neogen.store/wp-content/uploads/NG-DRN-004.jpg?wsr","https://neogen.store/product/dji-rs-4-3-axis-gimbal-stabilizer-for-professional-cameras/"
"3124","NG-DRN-003","DJI Osmo Action 5 Pro - 4K/120fps Waterproof Action Camera","Drones &amp; Robotics | درونز وروبوتات","instock","2499","","2499","https://neogen.store/wp-content/uploads/NG-DRN-003.jpg?wsr","https://neogen.store/product/dji-osmo-action-5-pro-4k-120fps-waterproof-action-camera/"
"3123","NG-DRN-002","DJI Avata 2 - Immersive FPV Drone with Goggles","Drones &amp; Robotics | درونز وروبوتات","instock","4099","","4099","https://neogen.store/wp-content/uploads/NG-DRN-002.jpg?wsr","https://neogen.store/product/dji-avata-2-immersive-fpv-drone-with-goggles/"
"3122","NG-DRN-001","DJI Mini 4 Pro - Sub-249g Drone with 4K/60fps Camera","Drones &amp; Robotics | درونز وروبوتات","instock","7019","6099","6099","https://neogen.store/wp-content/uploads/NG-DRN-001.jpg?wsr","https://neogen.store/product/dji-mini-4-pro-sub-249g-drone-with-4k-60fps-camera/"
"3121","NG-CBL-008","HDMI 2.1 8K Fiber Optic Cable (10m) - Zero Signal Loss","Cables &amp; Adapters | كابلات ومحولات","instock","359","","359","https://neogen.store/wp-content/uploads/NG-CBL-008.jpg?wsr","https://neogen.store/product/hdmi-2-1-8k-fiber-optic-cable-10m-zero-signal-loss/"
"3120","NG-CBL-007","DAC SFP+ 10G Direct Attach Cable (3m) - Direct Switch-to-Switch Connection","Cables &amp; Adapters | كابلات ومحولات","instock","229","","229","https://neogen.store/wp-content/uploads/NG-CBL-007.jpg?wsr","https://neogen.store/product/dac-sfp-10g-direct-attach-cable-3m-direct-switch-to-switch-connection/"
"3119","NG-CBL-006","Ugreen 5-in-1 USB-C Dock - HDMI 4K + Ethernet + USB 3.0","Cables &amp; Adapters | كابلات ومحولات","instock","289","249","249","https://neogen.store/wp-content/uploads/NG-CBL-006.jpg?wsr","https://neogen.store/product/ugreen-5-in-1-usb-c-dock-hdmi-4k-ethernet-usb-3-0/"
"3118","NG-CBL-005","Baseus USB-C 100W Charging Cable (2m) - Fast Charge for Laptops and Phones","Cables &amp; Adapters | كابلات ومحولات","instock","109","","109","https://neogen.store/wp-content/uploads/NG-CBL-005.jpg?wsr","https://neogen.store/product/baseus-usb-c-100w-charging-cable-2m-fast-charge-for-laptops-and-phones/"
"3117","NG-CBL-004","Ugreen Cat 8 Ethernet Cable (5m) - 40Gbps Network Cable","Cables &amp; Adapters | كابلات ومحولات","instock","149","","149","https://neogen.store/wp-content/uploads/NG-CBL-004.jpg?wsr","https://neogen.store/product/ugreen-cat-8-ethernet-cable-5m-40gbps-network-cable/"
"3116","NG-CBL-003","Cable Matters Thunderbolt 4 Cable (2m) - 40Gbps with 100W Charging","Cables &amp; Adapters | كابلات ومحولات","instock","419","","419","https://neogen.store/wp-content/uploads/NG-CBL-003.jpg?wsr","https://neogen.store/product/cable-matters-thunderbolt-4-cable-2m-40gbps-with-100w-charging/"
"3115","NG-CBL-002","Anker USB-C Hub 7-in-1 - Multi-Port Adapter for Laptops","Cables &amp; Adapters | كابلات ومحولات","instock","349","","349","https://neogen.store/wp-content/uploads/NG-CBL-002.jpg?wsr","https://neogen.store/product/anker-usb-c-hub-7-in-1-multi-port-adapter-for-laptops/"
"3114","NG-CBL-001","Ugreen USB-C to HDMI 2.1 Cable (2m) - 8K@60Hz Output","Cables &amp; Adapters | كابلات ومحولات","instock","219","","219","https://neogen.store/wp-content/uploads/NG-CBL-001.jpg?wsr","https://neogen.store/product/ugreen-usb-c-to-hdmi-2-1-cable-2m-8k60hz-output/"
"3113","NG-3DP-008","Phrozen Sonic Mini 8K S - 22-Micron Pixel Resin 3D Printer","3D Printing &amp; CNC | طباعة ثلاثية الأبعاد","instock","2899","","2899","https://neogen.store/wp-content/uploads/NG-3DP-008.jpg?wsr","https://neogen.store/product/phrozen-sonic-mini-8k-s-22-micron-pixel-resin-3d-printer/"
"3112","NG-3DP-007","Creality Sonic Pad - Klipper Tablet to Supercharge Your 3D Printer","3D Printing &amp; CNC | طباعة ثلاثية الأبعاد","instock","1049","","1049","https://neogen.store/wp-content/uploads/NG-3DP-007.jpg?wsr","https://neogen.store/product/creality-sonic-pad-klipper-tablet-to-supercharge-your-3d-printer/"
"3111","NG-3DP-006","BIQU H2 V2S Direct Drive Extruder - Lightweight Upgrade for Your 3D Printer","3D Printing &amp; CNC | طباعة ثلاثية الأبعاد","instock","599","","599","https://neogen.store/wp-content/uploads/NG-3DP-006.jpg?wsr","https://neogen.store/product/biqu-h2-v2s-direct-drive-extruder-lightweight-upgrade-for-your-3d-printer/"
"3110","NG-3DP-005","Elegoo Saturn 3 Ultra - 12K Resin 3D Printer with 10-inch Screen","3D Printing &amp; CNC | طباعة ثلاثية الأبعاد","instock","3499","","3499","https://neogen.store/wp-content/uploads/NG-3DP-005.jpg?wsr","https://neogen.store/product/elegoo-saturn-3-ultra-12k-resin-3d-printer-with-10-inch-screen/"
"3109","NG-3DP-004","eSUN PLA+ Filament 10-Color Pack - 10kg Total for 3D Printing","3D Printing &amp; CNC | طباعة ثلاثية الأبعاد","instock","1299","","1299","https://neogen.store/wp-content/uploads/NG-3DP-004.jpg?wsr","https://neogen.store/product/esun-pla-filament-10-color-pack-10kg-total-for-3d-printing/"
"3108","NG-3DP-003","Creality K1 Max - Large Format 3D Printer at 600mm/s","3D Printing &amp; CNC | طباعة ثلاثية الأبعاد","instock","4199","","4199","https://neogen.store/wp-content/uploads/NG-3DP-003.jpg?wsr","https://neogen.store/product/creality-k1-max-large-format-3d-printer-at-600mm-s/"
"3107","NG-3DP-002","Bambu Lab AMS - Automatic Material System for Multi-Color 3D Printing","3D Printing &amp; CNC | طباعة ثلاثية الأبعاد","instock","2249","1949","1949","https://neogen.store/wp-content/uploads/NG-3DP-002.jpg?wsr","https://neogen.store/product/bambu-lab-ams-automatic-material-system-for-multi-color-3d-printing/"
"3106","NG-3DP-001","Bambu Lab P1S 3D Printer - Blazing Speed and Pro Quality in an Enclosed Design","3D Printing &amp; CNC | طباعة ثلاثية الأبعاد","instock","5099","","5099","https://neogen.store/wp-content/uploads/NG-3DP-001.jpg?wsr","https://neogen.store/product/bambu-lab-p1s-3d-printer-blazing-speed-and-pro-quality-in-an-enclosed-design/"
"3105","NG-ACC-010","WD Red Plus 8TB NAS Hard Drive - Built for Always-On NAS Systems","Hardware | أجهزة PC","instock","1449","","1449","https://neogen.store/wp-content/uploads/NG-ACC-010.jpg?wsr","https://neogen.store/product/wd-red-plus-8tb-nas-hard-drive-built-for-always-on-nas-systems/"
"3104","NG-ACC-009","Ugreen Nexode 100W GaN Charger - 4-Port Gallium Nitride Fast Charger","Accessories &amp; Lifestyle | إكسسوارات","instock","439","","439","https://neogen.store/wp-content/uploads/NG-ACC-009.jpg?wsr","https://neogen.store/product/ugreen-nexode-100w-gan-charger-4-port-gallium-nitride-fast-charger/"
"3103","NG-ACC-008","CalDigit TS4 Thunderbolt 4 Dock - 18-Port Professional Docking Station","Accessories &amp; Lifestyle | إكسسوارات","instock","2899","","2899","https://neogen.store/wp-content/uploads/NG-ACC-008.jpg?wsr","https://neogen.store/product/caldigit-ts4-thunderbolt-4-dock-18-port-professional-docking-station/"
"3102","NG-ACC-007","Anker PowerConf S330 USB Speakerphone - Smart Noise-Canceling Conference Speaker","Accessories &amp; Lifestyle | إكسسوارات","instock","599","","599","https://neogen.store/wp-content/uploads/NG-ACC-007.jpg?wsr","https://neogen.store/product/anker-powerconf-s330-usb-speakerphone-smart-noise-canceling-conference-speaker/"
"3101","NG-ACC-006","Samsung T7 Shield 2TB Portable SSD - Rugged, Fast, and Secure","Hardware | أجهزة PC","instock","1299","","1299","https://neogen.store/wp-content/uploads/NG-ACC-006.jpg?wsr","https://neogen.store/product/samsung-t7-shield-2tb-portable-ssd-rugged-fast-and-secure/"
"3100","NG-MKR-010","Elegoo Mars 4 Ultra Resin 3D Printer - 9K Resolution for Stunning Detail","Enthusiasts &amp; Gamers | هواة التقنية","instock","2399","","2399","https://neogen.store/wp-content/uploads/NG-MKR-010.jpg?wsr","https://neogen.store/product/elegoo-mars-4-ultra-resin-3d-printer-9k-resolution-for-stunning-detail/"
"3099","NG-MKR-009","ESP32-S3 DevKit 10-Pack - Wi-Fi + Bluetooth 5 Microcontroller for Smart Projects","Hardware | أجهزة PC","instock","809","699","699","https://neogen.store/wp-content/uploads/NG-MKR-009.jpg?wsr","https://neogen.store/product/esp32-s3-devkit-10-pack-wi-fi-bluetooth-5-microcontroller-for-smart-projects/"
"3098","NG-MKR-008","Creality Ender-3 V3 SE - The Best Entry-Level 3D Printer","Enthusiasts &amp; Gamers | هواة التقنية","instock","1199","","1199","https://neogen.store/wp-content/uploads/NG-MKR-008.jpg?wsr","https://neogen.store/product/creality-ender-3-v3-se-the-best-entry-level-3d-printer/"
"3097","NG-MKR-007","Prusa Mini+ 3D Printer - Professional Precision in a Compact Package","Enthusiasts &amp; Gamers | هواة التقنية","instock","3799","3299","3299","https://neogen.store/wp-content/uploads/NG-MKR-007.jpg?wsr","https://neogen.store/product/prusa-mini-3d-printer-professional-precision-in-a-compact-package/"
"3096","NG-MKR-006","Arduino Mega 2560 Rev3 - The Ultimate Microcontroller Board for Advanced Projects","Hardware | أجهزة PC","instock","549","","549","https://neogen.store/wp-content/uploads/NG-MKR-006.jpg?wsr","https://neogen.store/product/arduino-mega-2560-rev3-the-ultimate-microcontroller-board-for-advanced-projects/"
"3095","NG-GAM-012","Elgato Wave:3 - Premium USB Condenser Microphone for Streaming","Gaming | ألعاب","instock","1329","1149","1149","https://neogen.store/wp-content/uploads/NG-GAM-012.jpg?wsr","https://neogen.store/product/elgato-wave3-premium-usb-condenser-microphone-for-streaming/"
"3094","NG-GAM-011","SteelSeries QcK Heavy XXL - Extra-Large Gaming Mouse Pad","Gaming | ألعاب","instock","289","","289","https://neogen.store/wp-content/uploads/NG-GAM-011.jpg?wsr","https://neogen.store/product/steelseries-qck-heavy-xxl-extra-large-gaming-mouse-pad/"
"3093","NG-GAM-010","BenQ Zowie XL2546K - 240Hz Esports Gaming Monitor","Gaming | ألعاب","instock","3449","2999","2999","https://neogen.store/wp-content/uploads/NG-GAM-010.jpg?wsr","https://neogen.store/product/benq-zowie-xl2546k-240hz-esports-gaming-monitor/"
"3092","NG-GAM-009","Corsair K70 RGB Pro - Legendary Mechanical Gaming Keyboard","Gaming | ألعاب","instock","999","","999","https://neogen.store/wp-content/uploads/NG-GAM-009.jpg?wsr","https://neogen.store/product/corsair-k70-rgb-pro-legendary-mechanical-gaming-keyboard/"
"3091","NG-GAM-008","Razer Basilisk V3 X HyperSpeed - Versatile Wireless Gaming Mouse","Gaming | ألعاب","instock","649","","649","https://neogen.store/wp-content/uploads/NG-GAM-008.jpg?wsr","https://neogen.store/product/razer-basilisk-v3-x-hyperspeed-versatile-wireless-gaming-mouse/"
"3090","NG-GAM-007","8BitDo Arcade Stick - Authentic Arcade Experience at Home","Gaming | ألعاب","instock","799","","799","https://neogen.store/wp-content/uploads/NG-GAM-007.jpg?wsr","https://neogen.store/product/8bitdo-arcade-stick-authentic-arcade-experience-at-home/"
"3089","NG-GAM-006","SteelSeries Arctis Nova 7 - Multi-Platform Wireless Gaming Headset","Gaming | ألعاب","instock","1199","","1199","https://neogen.store/wp-content/uploads/NG-GAM-006.jpg?wsr","https://neogen.store/product/steelseries-arctis-nova-7-multi-platform-wireless-gaming-headset/"
"3088","NG-GAM-005","Elgato HD60 X - External Capture Card for Streaming and Recording","Gaming | ألعاب","instock","1249","","1249","https://neogen.store/wp-content/uploads/NG-GAM-005.jpg?wsr","https://neogen.store/product/elgato-hd60-x-external-capture-card-for-streaming-and-recording/"
"3087","NG-GAM-004","Razer BlackWidow V4 75% - Compact Mechanical Gaming Keyboard","Gaming | ألعاب","instock","1199","","1199","https://neogen.store/wp-content/uploads/NG-GAM-004.jpg?wsr","https://neogen.store/product/razer-blackwidow-v4-75-compact-mechanical-gaming-keyboard/"
"3086","NG-GAM-003","HyperX Cloud III Wireless - Premium Wireless Gaming Headset","Gaming | ألعاب","instock","1149","999","999","https://neogen.store/wp-content/uploads/NG-GAM-003.jpg?wsr","https://neogen.store/product/hyperx-cloud-iii-wireless-premium-wireless-gaming-headset/"
"3085","NG-GAM-002","Razer DeathAdder V3 HyperSpeed - Ultra-Light Wireless Gaming Mouse","Gaming | ألعاب","instock","979","849","849","https://neogen.store/wp-content/uploads/NG-GAM-002.jpg?wsr","https://neogen.store/product/razer-deathadder-v3-hyperspeed-ultra-light-wireless-gaming-mouse/"
"3084","NG-GAM-001","8BitDo Ultimate C Bluetooth Controller - Multi-Platform Gaming","Gaming | ألعاب","instock","359","309","309","https://neogen.store/wp-content/uploads/NG-GAM-001.jpg?wsr","https://neogen.store/product/8bitdo-ultimate-c-bluetooth-controller-multi-platform-gaming/"
"3083","NG-NET-012","Ubiquiti UniFi Cloud Gateway Ultra - All-in-One UniFi Gateway","Networking | شبكات واتصالات","instock","899","","899","https://neogen.store/wp-content/uploads/NG-NET-012.jpg?wsr","https://neogen.store/product/ubiquiti-unifi-cloud-gateway-ultra-all-in-one-unifi-gateway/"
"3082","NG-NET-011","TP-Link Archer AXE75 - AXE5400 Tri-Band WiFi 6E Router","Networking | شبكات واتصالات","instock","1499","1299","1299","https://neogen.store/wp-content/uploads/NG-NET-011.jpg?wsr","https://neogen.store/product/tp-link-archer-axe75-axe5400-tri-band-wifi-6e-router/"
"3081","NG-NET-010","Ubiquiti UniFi USW-Flex-Mini - Ultra-Compact 5-Port Managed Switch","Networking | شبكات واتصالات","instock","219","","219","https://neogen.store/wp-content/uploads/NG-NET-010.jpg?wsr","https://neogen.store/product/ubiquiti-unifi-usw-flex-mini-ultra-compact-5-port-managed-switch/"
"3080","NG-NET-009","Netgear GS308E - 8-Port Gigabit Plus Smart Managed Switch","Networking | شبكات واتصالات","instock","209","","209","https://neogen.store/wp-content/uploads/NG-NET-009.jpg?wsr","https://neogen.store/product/netgear-gs308e-8-port-gigabit-plus-smart-managed-switch/"
"3079","NG-NET-008","MikroTik hEX S (RB760iGS) - 5-Port Gigabit Router with SFP and USB","Networking | شبكات واتصالات","instock","649","","649","https://neogen.store/wp-content/uploads/NG-NET-008.jpg?wsr","https://neogen.store/product/mikrotik-hex-s-rb760igs-5-port-gigabit-router-with-sfp-and-usb/"
"3078","NG-NET-007","Ubiquiti EdgeRouter X - Advanced Gigabit Router in a Pocket-Sized Form","Networking | شبكات واتصالات","instock","549","","549","https://neogen.store/wp-content/uploads/NG-NET-007.jpg?wsr","https://neogen.store/product/ubiquiti-edgerouter-x-advanced-gigabit-router-in-a-pocket-sized-form/"
"3077","NG-NET-006","TP-Link TL-SG108E - 8-Port Gigabit Easy Smart Managed Switch","Networking | شبكات واتصالات","instock","229","","229","https://neogen.store/wp-content/uploads/NG-NET-006.jpg?wsr","https://neogen.store/product/tp-link-tl-sg108e-8-port-gigabit-easy-smart-managed-switch/"
"3076","NG-NET-005","Ubiquiti UniFi 6 Lite - WiFi 6 Access Point (AX1500)","Networking | شبكات واتصالات","instock","849","","849","https://neogen.store/wp-content/uploads/NG-NET-005.jpg?wsr","https://neogen.store/product/ubiquiti-unifi-6-lite-wifi-6-access-point-ax1500/"
"3075","NG-NET-004","MikroTik CRS305-1G-4S+IN - 4-Port 10G SFP+ Desktop Switch","Networking | شبكات واتصالات","instock","1149","","1149","https://neogen.store/wp-content/uploads/NG-NET-004.jpg?wsr","https://neogen.store/product/mikrotik-crs305-1g-4sin-4-port-10g-sfp-desktop-switch/"
"3074","NG-NET-003","Ubiquiti UniFi Switch Lite 16 PoE - 16-Port Managed Gigabit PoE+ Switch","Networking | شبكات واتصالات","instock","1399","","1399","https://neogen.store/wp-content/uploads/NG-NET-003.jpg?wsr","https://neogen.store/product/ubiquiti-unifi-switch-lite-16-poe-16-port-managed-gigabit-poe-switch/"
"3073","NG-NET-002","TP-Link Deco XE75 (3-Pack) - AXE5400 WiFi 6E Whole-Home Mesh System","Networking | شبكات واتصالات","instock","2419","2099","2099","https://neogen.store/wp-content/uploads/NG-NET-002.jpg?wsr","https://neogen.store/product/tp-link-deco-xe75-3-pack-axe5400-wifi-6e-whole-home-mesh-system/"
"3072","NG-NET-001","MikroTik hAP ax3 - WiFi 6 Router with RouterOS Power","Networking | شبكات واتصالات","instock","799","","799","https://neogen.store/wp-content/uploads/NG-NET-001.jpg?wsr","https://neogen.store/product/mikrotik-hap-ax3-wifi-6-router-with-routeros-power/"
"3071","NG-SH-015","Sonoff SNZB-02D Zigbee Temperature &amp; Humidity Sensor with LCD Display","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","159","","159","https://neogen.store/wp-content/uploads/NG-SH-015.jpg?wsr","https://neogen.store/product/sonoff-snzb-02d-zigbee-temperature-humidity-sensor-with-lcd-display/"
"3070","NG-SH-014","MOES Zigbee Smart Thermostat (BHT-002-GCLZB) - Programmable HVAC Control","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","439","379","379","https://neogen.store/wp-content/uploads/NG-SH-014.jpg?wsr","https://neogen.store/product/moes-zigbee-smart-thermostat-bht-002-gclzb-programmable-hvac-control/"
"3069","NG-SH-013","Zemismart Zigbee Smart Tubular Motor (ZM25TQ) - Heavy-Duty Roller Blind Motor","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","699","","699","https://neogen.store/wp-content/uploads/NG-SH-013.jpg?wsr","https://neogen.store/product/zemismart-zigbee-smart-tubular-motor-zm25tq-heavy-duty-roller-blind-motor/"
"3068","NG-SH-012","Aqara Roller Shade Driver E1 (RSD-M01) - Smart Roller Blind Motor with HomeKit","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","689","599","599","https://neogen.store/wp-content/uploads/NG-SH-012.jpg?wsr","https://neogen.store/product/aqara-roller-shade-driver-e1-rsd-m01-smart-roller-blind-motor-with-homekit/"
"3067","NG-SH-011","SwitchBot Bot (S1) - Robotic Finger That Makes Any Button Smart","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","279","","279","https://neogen.store/wp-content/uploads/NG-SH-011.jpg?wsr","https://neogen.store/product/switchbot-bot-s1-robotic-finger-that-makes-any-button-smart/"
"3066","NG-SH-010","Eve Energy Smart Plug (Matter/Thread) - Next-Gen Smart Plug with Power Monitoring","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","399","","399","https://neogen.store/wp-content/uploads/NG-SH-010.jpg?wsr","https://neogen.store/product/eve-energy-smart-plug-matter-thread-next-gen-smart-plug-with-power-monitoring/"
"3065","NG-SH-009","Aqara Motion Sensor P1 (MS-S02) - Wide-Angle 170° Smart PIR Sensor","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","279","","279","https://neogen.store/wp-content/uploads/NG-SH-009.jpg?wsr","https://neogen.store/product/aqara-motion-sensor-p1-ms-s02-wide-angle-170-smart-pir-sensor/"
"3064","NG-SH-008","Shelly Plus 1PM - Smart Wi-Fi Relay with Power Monitoring","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","189","","189","https://neogen.store/wp-content/uploads/NG-SH-008.jpg?wsr","https://neogen.store/product/shelly-plus-1pm-smart-wi-fi-relay-with-power-monitoring/"
"3063","NG-SH-007","SwitchBot Curtain 3 (W2400000) - Turn Any Curtain Smart in Minutes","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","639","549","549","https://neogen.store/wp-content/uploads/NG-SH-007.jpg?wsr","https://neogen.store/product/switchbot-curtain-3-w2400000-turn-any-curtain-smart-in-minutes/"
"3062","NG-SH-006","Aqara Hub M2 (HM2-G01) - Multi-Protocol Smart Home Gateway","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","499","","499","https://neogen.store/wp-content/uploads/NG-SH-006.jpg?wsr","https://neogen.store/product/aqara-hub-m2-hm2-g01-multi-protocol-smart-home-gateway/"
"3061","NG-ENT-010","Ubiquiti UniFi Switch Pro 24 PoE (USW-Pro-24-PoE) - Smart Managed PoE+ Switch","Homelab | هوم لاب","instock","4199","","4199","https://neogen.store/wp-content/uploads/NG-ENT-010.jpg?wsr","https://neogen.store/product/ubiquiti-unifi-switch-pro-24-poe-usw-pro-24-poe-smart-managed-poe-switch/"
"3060","NG-ENT-009","HPE ProLiant DL380 Gen10 Server (Refurbished) - Data Center Power at Smart Pricing","Homelab | هوم لاب","instock","6499","","6499","https://neogen.store/wp-content/uploads/NG-ENT-009.jpg?wsr","https://neogen.store/product/hpe-proliant-dl380-gen10-server-refurbished-data-center-power-at-smart-pricing/"
